index,state,year,name,type,city,county,mmr,xmed,xrel,lat,lng
555,Connecticut,2017-18,Aces Village,Public,North Haven,New Haven,,,,41.407836,-72.8414
556,Connecticut,2017-18,Alice Peck Learning Center,Public,Hamden,New Haven,,,,41.421362,-72.921695
557,Connecticut,2017-18,All Nations Christian Academy,Nonpublic,New Haven,New Haven,,,,41.308293,-72.885
558,Connecticut,2017-18,Alpha & Omega Christian Academy,Nonpublic,Waterbury,New Haven,,,,41.55873,-73.039421
559,Connecticut,2017-18,American School For The Deaf,Nonpublic,West Hartford,Hartford,,,,41.77119,-72.746687
560,Connecticut,2017-18,Anchor Academy Dba Regina Pacis Academy,Nonpublic,Norwalk,Fairfield,,,,41.1153098,-73.4138679
561,Connecticut,2017-18,Andover Elementary,Public,Andover,Tolland,,,,41.728967,-72.36624
562,Connecticut,2017-18,Annie E. Vinton,Public,Mansfield,Tolland,,,,41.7461498,-72.2593188
563,Connecticut,2017-18,Assumption Catholic,Nonpublic,Fairfield,Fairfield,,,,41.1925089,-73.2270297
564,Connecticut,2017-18,Assumption-Ansonia,Nonpublic,Ansonia,New Haven,,,,41.3487233,-73.0796136
565,Connecticut,2017-18,Baptist Bible Academy,Nonpublic,Waterford,New London,,,,41.403787,-72.1814682
566,Connecticut,2017-18,Batchelder,Public,Hartford,Hartford,,,,41.732352,-72.707936
567,Connecticut,2017-18,Bess & Paul Sigel Hebrew Academy,Nonpublic,Bloomfield,Hartford,,,,41.827873,-72.74267
568,Connecticut,2017-18,Best Academy,Nonpublic,Wallingford,New Haven,,,,41.4758731,-72.8063079
569,Connecticut,2017-18,Blessed Sacrament,Nonpublic,Waterbury,New Haven,,,,41.5573483,-73.0636404
570,Connecticut,2017-18,Booth Free,Public,Roxbury,Litchfield,,,,41.55492,-73.307969
571,Connecticut,2017-18,Botelle Elementary,Public,Norfolk,Litchfield,,,,41.987391,-73.188298
572,Connecticut,2017-18,Bridgeport Hope,Nonpublic,Bridgeport,Fairfield,,,,41.167275,-73.188307
573,Connecticut,2017-18,Carmel Academy,Nonpublic,Greenwich,Fairfield,,,,41.0367894,-73.6359195
574,Connecticut,2017-18,Carver Academy,Nonpublic,Wallingford,New Haven,,,,41.49755,-72.751731
575,Connecticut,2017-18,Central Christian Academy,Nonpublic,Southington,Hartford,,,,41.62946,-72.899331
576,Connecticut,2017-18,Chaplin Elementary,Public,Chaplin,Windham,,,,41.78953,-72.147581
577,Connecticut,2017-18,Chase Collegiate,Nonpublic,Waterbury,New Haven,,,,41.5461422,-73.0663171
578,Connecticut,2017-18,Children's Community,Nonpublic,Waterbury,New Haven,,,,41.553598,-73.026676
579,Connecticut,2017-18,Christian Heritiage,Nonpublic,Trumbull,Fairfield,,,,41.2374844,-73.1839252
580,Connecticut,2017-18,Christian Life Academy,Nonpublic,Brookfield,Fairfield,,,,41.45422,-73.401701
581,Connecticut,2017-18,Cold Spring,Nonpublic,New Haven,New Haven,,,,41.30415,-72.902841
582,Connecticut,2017-18,Colebrook Consolidated,Public,Colebrook,Litchfield,,,,41.987908,-73.092243
583,Connecticut,2017-18,Convent Of The Sacred Heart,Nonpublic,Greenwich,Fairfield,,,,41.066244,-73.69439
584,Connecticut,2017-18,Cooperative Educational Services,Public,Trumbull,Fairfield,,,,41.2320259,-73.2004325
585,Connecticut,2017-18,Cornwall Consolidated,Public,Cornwall,Litchfield,,,,41.876761,-73.341507
586,Connecticut,2017-18,Crossway Christian Academy,Nonpublic,Putnam,Windham,,,,41.91581,-71.819151
587,Connecticut,2017-18,Ct Christian Academy,Nonpublic,Meriden,New Haven,,,,41.512302,-72.778878
588,Connecticut,2017-18,Daisy Ingraham,Public,Westbrook,Middlesex,,,,41.286454,-72.44198
589,Connecticut,2017-18,Deep River Elementary,Public,Deep River,Middlesex,,,,41.386206,-72.434582
590,Connecticut,2017-18,Diocese Of Bridgeport Schools Corp. D.B.A. St. James,Nonpublic,Stratford,Fairfield,,,,41.211863,-73.2172534
591,Connecticut,2017-18,Dunbar Hill,Public,Hamden,New Haven,,,,41.365513,-72.940227
592,Connecticut,2017-18,Eagle Hill,Nonpublic,Greenwich,Fairfield,,,,41.032465,-73.640254
593,Connecticut,2017-18,Eastford Elementary,Public,Eastford,Windham,,,,41.902927,-72.082045
594,Connecticut,2017-18,Easton Country Day,Nonpublic,Easton,Fairfield,,,,41.25003,-73.294851
595,Connecticut,2017-18,Elm City Montessori,Public,New Haven,New Haven,,,,41.30062,-72.889851
596,Connecticut,2017-18,Emmanuel Christian Academy,Nonpublic,Newington,Hartford,,,,41.6763504,-72.742773
597,Connecticut,2017-18,Enfield Montessori,Nonpublic,Enfield,Hartford,,,,41.9748286,-72.59211
598,Connecticut,2017-18,Ezra Academy,Nonpublic,Woodbridge,New Haven,,,,41.33849,-73.003231
599,Connecticut,2017-18,Fairfield Country Day,Nonpublic,Fairfield,Fairfield,,,,41.17273,-73.291311
600,Connecticut,2017-18,Faith Preparatory,Nonpublic,New Milford,Litchfield,,,,41.5034183,-73.4198446
601,Connecticut,2017-18,Farmington Valley Academy Montessori,Nonpublic,Avon,Hartford,,,,41.817956,-72.835865
602,Connecticut,2017-18,Fields Memorial,Public,Bozrah,New London,,,,41.563509,-72.153618
603,Connecticut,2017-18,Franklin Elementary,Public,Franklin,New London,,,,41.6311925,-72.1259564
604,Connecticut,2017-18,Goshen Center,Public,Goshen,Litchfield,,,,41.835023,-73.227183
605,Connecticut,2017-18,Greens Farms Academy,Nonpublic,Westport,Fairfield,,,,41.1186928,-73.3149754
606,Connecticut,2017-18,Greenwich Academy,Nonpublic,Greenwich,Fairfield,,,,41.04193,-73.627461
607,Connecticut,2017-18,Hamden Hall,Nonpublic,Hamden,New Haven,,,,41.3417113,-72.9139423
608,Connecticut,2017-18,Hampton Elementary,Public,Hampton,Windham,,,,41.792331,-72.05853
609,Connecticut,2017-18,Hartford Area S.D.A.,Nonpublic,Hartford,Hartford,,,,41.78257,-72.695801
610,Connecticut,2017-18,Hartland,Public,Hartland,Hartford,,,,41.9970158,-72.9068888
611,Connecticut,2017-18,Heritage Baptist Academy,Nonpublic,Wallingford,New Haven,,,,41.450593,-72.823585
612,Connecticut,2017-18,Hickory Street,Public,Norwich,New London,,,,41.5308341,-72.0608523
613,Connecticut,2017-18,High Road School Of New London Primary At Bennie Dover,Nonpublic,New London,New London,,,,41.3550913,-72.1029925
614,Connecticut,2017-18,High Road School Of Norwalk,Nonpublic,Norwalk,Fairfield,,,,41.1225604,-73.4114221
615,Connecticut,2017-18,Holy Trinity,Nonpublic,Wallingford,New Haven,,,,41.4552196,-72.8194516
616,Connecticut,2017-18,Hooker,Public,Bridgeport,Fairfield,,,,41.21678,-73.1696259
617,Connecticut,2017-18,Housatonic Valley,Nonpublic,Newtown,Fairfield,,,,41.379206,-73.355174
618,Connecticut,2017-18,Hudson Country Montessori,Nonpublic,Danbury,Fairfield,,,,41.3899094,-73.4300441
619,Connecticut,2017-18,Immanuel Lutheran-Bristol,Nonpublic,Bristol,Hartford,,,,41.6737281,-72.9492965
620,Connecticut,2017-18,Immanuel Lutheran-Danbury,Nonpublic,Danbury,Fairfield,,,,41.4075999,-73.4677545
621,Connecticut,2017-18,Indian Mountain,Nonpublic,Salisbury,Litchfield,,,,41.936677,-73.467304
622,Connecticut,2017-18,James Morris,Public,Morris,Litchfield,,,,41.683472,-73.198067
623,Connecticut,2017-18,Kent Center,Public,Kent,Litchfield,,,,41.724077,-73.481904
624,Connecticut,2017-18,"King, Inc.",Nonpublic,Stamford,Fairfield,,,,41.110374,-73.533735
625,Connecticut,2017-18,Landmark Of Academy Redding/Westport,Nonpublic,Redding,Fairfield,,,,41.1363953,-73.3657429
626,Connecticut,2017-18,Lee H. Kellogg,Public,Canaan,Litchfield,,,,41.955991,-73.36028
627,Connecticut,2017-18,Litchfield Montessori,Nonpublic,Litchfield,Litchfield,,,,41.6977505,-73.1058972
628,Connecticut,2017-18,Lordship,Public,Stratford,Fairfield,,,,41.1545,-73.12634
629,Connecticut,2017-18,Lyme Consolidated,Public,Lyme,New London,,,,41.41348,-72.337531
630,Connecticut,2017-18,"M. L. King, Jr. School",Public,Hartford,Hartford,,,,41.785682,-72.696695
631,Connecticut,2017-18,Madina Academy,Nonpublic,Windsor,Hartford,,,,41.870527,-72.629035
632,Connecticut,2017-18,Mead,Nonpublic,Stamford,Fairfield,,,,41.1260497,-73.5985853
633,Connecticut,2017-18,Meliora Academy,Nonpublic,Meriden,New Haven,,,,41.507252,-72.77096
634,Connecticut,2017-18,Midstate Christian Academy,Nonpublic,Meriden,New Haven,,,,41.53131,-72.793361
635,Connecticut,2017-18,Milford Christian Academy,Nonpublic,Milford,New Haven,,,,41.22664,-73.012991
636,Connecticut,2017-18,Mill Road (Aces),Public,North Haven,New Haven,,,,41.385097,-72.8401
637,Connecticut,2017-18,Milner,Public,Hartford,Hartford,,,,41.782668,-72.687407
638,Connecticut,2017-18,Montessori Discovery,Nonpublic,Norwich,New London,,,,41.5297715,-72.1029236
639,Connecticut,2017-18,Montessori School Of Greater Hartford,Nonpublic,West Hartford,Hartford,,,,41.770386,-72.751095
640,Connecticut,2017-18,New Hartford Elementary,Public,New Hartford,Litchfield,,,,41.877298,-72.966906
641,Connecticut,2017-18,New Testament Baptist,Nonpublic,East Hartford,Hartford,,,,41.768204,-72.655415
642,Connecticut,2017-18,North Stonington Christian Academy,Nonpublic,North Stonington,New London,,,,41.42812,-71.843591
643,Connecticut,2017-18,Oak Grove Montessori,Nonpublic,Mansfield,Tolland,,,,41.7309919,-72.233946
644,Connecticut,2017-18,Old Saint Lawrence Elementary - Shelton,Nonpublic,Shelton,Fairfield,,,,41.2980683,-73.1473859
645,Connecticut,2017-18,Our Lady Of Fatima,Nonpublic,Wilton,Fairfield,,,,41.1875464,-73.426014
646,Connecticut,2017-18,"Our Lady Of Mercy, Incorporated",Nonpublic,Madison,New Haven,,,,41.3611723,-72.6344045
647,Connecticut,2017-18,Our Lady Of Mount Carmel-Meriden,Nonpublic,Meriden,New Haven,,,,41.5415372,-72.80744
648,Connecticut,2017-18,Our Lady Of Mount Carmel-Waterbury,Nonpublic,Waterbury,New Haven,,,,41.5369724,-73.0516636
649,Connecticut,2017-18,Our Lady Of Victory,Nonpublic,West Haven,New Haven,,,,41.253442,-72.9741562
650,Connecticut,2017-18,Parkway,Public,Greenwich,Fairfield,,,,41.111898,-73.653432
651,Connecticut,2017-18,Pear Tree Point,Nonpublic,Darien,Fairfield,,,,41.05025,-73.481251
652,Connecticut,2017-18,Pine Point,Nonpublic,Stonington,New London,,,,41.36683,-71.893431
653,Connecticut,2017-18,Pomfret Community,Public,Pomfret,Windham,,,,41.859653,-71.960243
654,Connecticut,2017-18,"Praise, Power & Prayer Christian School",Nonpublic,Windsor,Hartford,,,,41.86758,-72.637721
655,Connecticut,2017-18,Renbrook,Nonpublic,West Hartford,Hartford,,,,41.78804,-72.778021
656,Connecticut,2017-18,Ridgefield Academy,Nonpublic,Ridgefield,Fairfield,,,,41.29681,-73.534181
657,Connecticut,2017-18,River Street Autism Program @ Berkin,Public,Bloomfield,Hartford,,,,41.8535603,-72.704831
658,Connecticut,2017-18,Rumsey Hall,Nonpublic,Washington,Litchfield,,,,41.678232,-73.295523
659,Connecticut,2017-18,Sacred Heart,Nonpublic,Groton,New London,,,,41.3484,-72.072621
660,Connecticut,2017-18,Sacred Heart,Nonpublic,New Britain,Hartford,,,,41.671943,-72.788618
661,Connecticut,2017-18,Sacred Heart,Nonpublic,TAFTVILLE,New London,,,,41.567555,-72.054951
662,Connecticut,2017-18,Saint Aloysius,Nonpublic,New Canaan,Fairfield,,,,41.1453932,-73.4938578
663,Connecticut,2017-18,Saint Ann Academy,Nonpublic,Bridgeport,Fairfield,,,,41.15613,-73.225677
664,Connecticut,2017-18,Saint Anthony School-Winchester,Nonpublic,Winchester,Litchfield,,,,41.9231075,-73.0642779
665,Connecticut,2017-18,Saint Bernadette,Nonpublic,New Haven,New Haven,,,,41.267583,-72.896133
666,Connecticut,2017-18,Saint Bernard School-Enfield,Nonpublic,Enfield,Hartford,,,,41.9865517,-72.5996746
667,Connecticut,2017-18,Saint Bridget School-Cheshire,Nonpublic,Cheshire,New Haven,,,,41.503371,-72.903986
668,Connecticut,2017-18,Saint Bridget School-Manchester,Nonpublic,Manchester,Hartford,,,,41.7914175,-72.5255185
669,Connecticut,2017-18,"Saint Brigid - Saint Augustine, A Partnership School",Nonpublic,West Hartford,Hartford,,,,41.7361238,-72.7358462
670,Connecticut,2017-18,Saint Catherine Of Siena,Nonpublic,Trumbull,Fairfield,,,,41.2460271,-73.1566477
671,Connecticut,2017-18,Saint Christopher,Nonpublic,East Hartford,Hartford,,,,41.747631,-72.601942
672,Connecticut,2017-18,Saint Gabriel-Windsor,Nonpublic,Windsor,Hartford,,,,41.8522759,-72.6478731
673,Connecticut,2017-18,Saint Gregory The Great,Nonpublic,Danbury,Fairfield,,,,41.4272005,-73.4392966
674,Connecticut,2017-18,Saint James School-Danielson,Nonpublic,Killingly,Windham,,,,41.8016125,-71.8853089
675,Connecticut,2017-18,Saint John Catholic,Nonpublic,Old Saybrook,Middlesex,,,,41.2918173,-72.3781524
676,Connecticut,2017-18,Saint John Paul Ii,Nonpublic,Middletown,Middlesex,,,,41.5537703,-72.6494529
677,Connecticut,2017-18,Saint John The Evangelist,Nonpublic,Watertown,Litchfield,,,,41.6022691,-73.1169493
678,Connecticut,2017-18,Saint Joseph School-Danbury,Nonpublic,Danbury,Fairfield,,,,41.4000216,-73.4592983
679,Connecticut,2017-18,Saint Joseph School-North Grosvenordale,Nonpublic,Thompson,Windham,,,,41.9792871,-71.9025725
680,Connecticut,2017-18,Saint Joseph School-Sprague,Nonpublic,Sprague,New London,,,,41.6157446,-72.0892117
681,Connecticut,2017-18,Saint Joseph-Bristol,Nonpublic,Bristol,Hartford,,,,41.6779249,-72.9396379
682,Connecticut,2017-18,Saint Joseph-Brookfield,Nonpublic,Brookfield,Fairfield,,,,41.4657583,-73.3868052
683,Connecticut,2017-18,Saint Joseph-New London,Nonpublic,New London,New London,,,,41.3443743,-72.1063802
684,Connecticut,2017-18,Saint Lawrence School-West Haven,Nonpublic,West Haven,New Haven,,,,41.2743111,-72.9458259
685,Connecticut,2017-18,Saint Mark,Nonpublic,Stratford,Fairfield,,,,41.2282279,-73.1303271
686,Connecticut,2017-18,Saint Martha,Nonpublic,Enfield,Hartford,,,,42.02074,-72.564891
687,Connecticut,2017-18,Saint Mary - Saint Joseph,Nonpublic,Windham,Windham,,,,41.7131584,-72.2092947
688,Connecticut,2017-18,Saint Mary - Saint Michael,Nonpublic,Derby,New Haven,,,,41.327417,-73.0892064
689,Connecticut,2017-18,Saint Mary At Simsbury,Nonpublic,Simsbury,Hartford,,,,41.8816645,-72.7991554
690,Connecticut,2017-18,Saint Mary Magdalen,Nonpublic,Watertown,Litchfield,,,,41.5904957,-73.0831168
691,Connecticut,2017-18,Saint Mary School - Ridgefield,Nonpublic,Ridgefield,Fairfield,,,,41.2817595,-73.5052056
692,Connecticut,2017-18,Saint Mary School-Bethel,Nonpublic,Bethel,Fairfield,,,,41.373895,-73.388103
693,Connecticut,2017-18,Saint Mary School-Branford,Nonpublic,Branford,New Haven,,,,41.2825099,-72.8164765
694,Connecticut,2017-18,Saint Mary School-Waterbury,Nonpublic,Waterbury,New Haven,,,,41.5533353,-73.0354894
695,Connecticut,2017-18,Saint Matthew,Nonpublic,Bristol,Hartford,,,,41.6751619,-72.9012161
696,Connecticut,2017-18,Saint Michael,Nonpublic,Stonington,New London,,,,41.380621,-71.837543
697,Connecticut,2017-18,Saint Patrick Cathedral,Nonpublic,Norwich,New London,,,,41.5312703,-72.0771074
698,Connecticut,2017-18,Saint Paul,Nonpublic,Berlin,Hartford,,,,41.6345161,-72.7712769
699,Connecticut,2017-18,Saint Peter,Nonpublic,Danbury,Fairfield,,,,41.3907996,-73.4492839
700,Connecticut,2017-18,Saint Rose Of Lima-Newtown,Nonpublic,Newtown,Fairfield,,,,41.4155712,-73.2977557
701,Connecticut,2017-18,Saint Theresa,Nonpublic,Trumbull,Fairfield,,,,41.238348,-73.221206
702,Connecticut,2017-18,Saint Thomas Aquinas Catholic,Nonpublic,Fairfield,Fairfield,,,,41.14102,-73.261851
703,Connecticut,2017-18,Saint Thomas The Apostle,Nonpublic,West Hartford,Hartford,,,,41.76485,-72.734811
704,Connecticut,2017-18,Saint Thomas's Day,Nonpublic,New Haven,New Haven,,,,41.332082,-72.913689
705,Connecticut,2017-18,Saints Peter & Paul,Nonpublic,Waterbury,New Haven,,,,41.5470821,-73.0100369
706,Connecticut,2017-18,Scotland Elementary,Public,Scotland,Windham,,,,41.703408,-72.081303
707,Connecticut,2017-18,Sharon Center,Public,Sharon,Litchfield,,,,41.88202,-73.471191
708,Connecticut,2017-18,Sherman,Public,Sherman,Fairfield,,,,41.578208,-73.495931
709,Connecticut,2017-18,Side By Side Charter,Public,Norwalk,Fairfield,,,,41.095574,-73.42
710,Connecticut,2017-18,Simpson-Waverly,Public,Hartford,Hartford,,,,41.795304,-72.682553
711,Connecticut,2017-18,Solomon Schechter Academy,Nonpublic,Waterford,New London,,,,41.37516,-72.137261
712,Connecticut,2017-18,Solomon Schechter Day School Of Greater Hartford,Nonpublic,West Hartford,Hartford,,,,41.751137,-72.766305
713,Connecticut,2017-18,Southeast Elementary,Public,Mansfield,Tolland,,,,41.7730345,-72.1918689
714,Connecticut,2017-18,Southern Connecticut Hebrew Academy,Nonpublic,Orange,New Haven,,,,41.29975,-73.008111
715,Connecticut,2017-18,Southington Catholic,Nonpublic,Southington,Hartford,,,,41.595867,-72.882043
716,Connecticut,2017-18,ST PETER/ST FRANCIS SCHOOL,Nonpublic,Torrington,Litchfield,,,,41.805,-73.122625
717,Connecticut,2017-18,St. Aedan-Brendan,Nonpublic,New Haven,New Haven,,,,41.3258005,-72.9629557
718,Connecticut,2017-18,St. Andrew Academy,Nonpublic,Bridgeport,Fairfield,,,,41.217986,-73.223147
719,Connecticut,2017-18,St. Francis - St. Hedwig,Nonpublic,Naugatuck,New Haven,,,,41.4929917,-73.0550519
720,Connecticut,2017-18,St. Francis & St. Rose Of Lima School-New Haven,Nonpublic,New Haven,New Haven,,,,41.3114112,-72.8955624
721,Connecticut,2017-18,St. Vincent's Special Needs School Program,Nonpublic,Trumbull,Fairfield,,,,41.2399668,-73.1451006
722,Connecticut,2017-18,Sterling Community,Public,Sterling,Windham,,,,41.70527,-71.836563
723,Connecticut,2017-18,Talcott Mt. Academy Of Science Math & Technology,Nonpublic,Avon,Hartford,,,,41.8112689,-72.7983839
724,Connecticut,2017-18,The Burnham,Public,Bridgewater,Litchfield,,,,41.532361,-73.364662
725,Connecticut,2017-18,The Children's Tree Montessori School Inc.,Nonpublic,Old Saybrook,Middlesex,,,,41.31842,-72.3587622
726,Connecticut,2017-18,The Cobb School-Montessori,Nonpublic,Simsbury,Hartford,,,,41.8509436,-72.8331605
727,Connecticut,2017-18,The Cornerstone Christian,Nonpublic,Manchester,Hartford,,,,41.785694,-72.524203
728,Connecticut,2017-18,The Country,Nonpublic,Madison,New Haven,,,,41.3251,-72.636111
729,Connecticut,2017-18,The Fraser-Woods,Nonpublic,Newtown,Fairfield,,,,41.380883,-73.28134
730,Connecticut,2017-18,The Independent Day,Nonpublic,Middlefield,Middlesex,,,,41.508381,-72.687557
731,Connecticut,2017-18,The Long Ridge,Nonpublic,Stamford,Fairfield,,,,41.13942,-73.600521
732,Connecticut,2017-18,The Master's,Nonpublic,Simsbury,Hartford,,,,41.8770305,-72.8628623
733,Connecticut,2017-18,The Montessori,Nonpublic,Wilton,Fairfield,,,,41.16794,-73.410991
734,Connecticut,2017-18,The Rectory,Nonpublic,Pomfret,Windham,,,,41.893041,-71.9644866
735,Connecticut,2017-18,The Stanwich,Nonpublic,Greenwich,Fairfield,,,,41.07261,-73.602931
736,Connecticut,2017-18,The Unquowa,Public,Fairfield,Fairfield,,,,41.1952944,-73.2328723
737,Connecticut,2017-18,The Webb School At Cheshire,Nonpublic,Cheshire,New Haven,,,,41.5324076,-72.9157422
738,Connecticut,2017-18,Torrington Christian Academy,Nonpublic,Torrington,Litchfield,,,,41.8062777,-73.0995813
739,Connecticut,2017-18,Trinity Christian,Nonpublic,Windsor,Hartford,,,,41.8391,-72.662281
740,Connecticut,2017-18,Union Elementary,Public,Union,Tolland,,,,41.987431,-72.161986
741,Connecticut,2017-18,Villa Maria Education Center,Nonpublic,Stamford,Fairfield,,,,41.14384,-73.553531
742,Connecticut,2017-18,Voluntown Elementary,Public,Voluntown,New London,,,,41.574502,-71.866368
743,Connecticut,2017-18,Warren Elementary,Public,Warren,Litchfield,,,,41.741661,-73.347778
744,Connecticut,2017-18,Washington Montessori,Nonpublic,Washington,Litchfield,,,,41.703241,-73.300003
745,Connecticut,2017-18,Washington Primary,Public,Washington,Litchfield,,,,41.6380338,-73.3188701
746,Connecticut,2017-18,West Woods Christian Academy,Nonpublic,Hamden,New Haven,,,,41.3385766,-72.8969616
747,Connecticut,2017-18,Whitby,Nonpublic,Greenwich,Fairfield,,,,41.11386,-73.653271
748,Connecticut,2017-18,Wildwood Christian,Nonpublic,Norwich,New London,,,,41.514514,-72.115041
749,Connecticut,2017-18,Windsor Montessori,Nonpublic,Windsor,Hartford,,,,41.857812,-72.635207
750,Connecticut,2017-18,Woodland,Public,East Hartford,Hartford,,,,41.785652,-72.594128
751,Connecticut,2017-18,Wooster,Nonpublic,Danbury,Fairfield,,,,41.37106,-73.498241