index,state,year,name,city,county,district,enrollment,overall,xmed,xrel,lat,lng
1,Idaho,2018-19,Amity Elementary,Boise,Ada,Boise,44,100,0,0,43.5622078,-116.3048989
2,Idaho,2018-19,Beacon Christian,Lewiston,Nez Perce,Private,5,100,0,0,46.391844,-117.0004769
3,Idaho,2018-19,Boise River Montessori,Boise,Ada,Private,3,100,0,0,43.6401889,-116.223726
4,Idaho,2018-19,Calvary Chapel Christian School - Pocatello,Pocatello,Bannock,Private,7,100,0,0,42.9046872,-112.4328394
5,Idaho,2018-19,Cavendish-Teakean Elementary,Lenore,Nez Perce,Orofino,3,100,0,0,46.5112843,-116.5532036
6,Idaho,2018-19,Cloverdale Christian Dayschool,Boise,Ada,Private,9,100,0,0,43.5675637,-116.3353451
7,Idaho,2018-19,Coeur D'Alene Tribal,Desmet,Benewah,Private,6,100,0,0,47.1473484,-116.9150776
8,Idaho,2018-19,Culdesac,Culdesac,Nez Perce,Culdesac,7,100,0,0,46.37527,-116.671723
9,Idaho,2018-19,Downey Elementary,Downey,Bannock,Marsh Valley,9,100,0,0,42.4276466,-112.1185421
10,Idaho,2018-19,Eagle Adventist Christian,Eagle,Ada,Private,7,100,0,0,43.6962057,-116.3608453
11,Idaho,2018-19,Elk City Public,Elk City,Idaho,Mountain View,1,100,0,0,45.8279985,-115.4360727
12,Idaho,2018-19,Five Mile Montessori,Boise,Ada,Private,4,100,0,0,43.591644,-116.3102568
13,Idaho,2018-19,Gateway School Of Language And Culture,Boise,Ada,West Ada,40,100,0,0,43.6475467,-116.3178348
14,Idaho,2018-19,Holy Rosary Bi-Parish,Idaho Falls,Bonneville,Private,36,100,0,0,43.4900236,-112.0318225
15,Idaho,2018-19,Hope Lutheran,Idaho Falls,Bonneville,Private,6,100,0,0,43.4874154,-111.9945839
16,Idaho,2018-19,Little Peoples Academy,Idaho Falls,Bonneville,Private,24,100,0,0,43.4925113,-112.0344112
17,Idaho,2018-19,Longfellow Elementary School - Idaho Falls,Idaho Falls,Bonneville,Idaho Falls,74,100,0,0,43.473988,-112.0251323
18,Idaho,2018-19,Lowman Elementary,Crouch,Boise,Garden Valley,1,100,0,0,44.0912772,-115.9573713
19,Idaho,2018-19,North Gem K-12,Bancroft,Caribou,North Gem,14,100,0,0,42.7182473,-111.8866461
20,Idaho,2018-19,Northview Montessori,Boise,Ada,Private,18,100,0,0,43.6268016,-116.2776892
21,Idaho,2018-19,Ola Elementary,Ola,Gem,Emmett,1,100,0,0,44.1767816,-116.292135
22,Idaho,2018-19,Peck Elementary,Peck,Nez Perce,Orofino,1,100,0,0,46.474709,-116.422861
23,Idaho,2018-19,Snake River Montessori Elementary,Idaho Falls,Bonneville,Private,7,100,0,0,43.495805,-111.9749316
24,Idaho,2018-19,Stone Elementary,Malad City,Oneida,Oneida,3,100,0,0,42.0246414,-112.6958123
25,Idaho,2018-19,Swan Valley Elementary,Irwin,Bonneville,Swan Valley,7,100,0,0,43.4058879,-111.2932101
26,Idaho,2018-19,Table Rock Christian,Driggs,Teton,Private,1,100,0,0,43.7455901,-111.0675402
27,Idaho,2018-19,Tendoy Elementary School - Tendoy,Tendoy,Lemhi,South Lemhi,1,100,0,0,44.9574257,-113.6408889
28,Idaho,2018-19,Three Creek Elementary,Rogerson,Twin Falls,Three Creek,2,100,0,0,42.0732391,-115.1924011
29,Idaho,2018-19,Westside Elementary,Idaho Falls,Bonneville,Idaho Falls,48,100,0,0,43.4848041,-112.08455
30,Idaho,2018-19,Hillview Elementary,Idaho Falls,Bonneville,Bonneville,68,98.52941176,1.470588235,0,43.4754059,-111.972332
31,Idaho,2018-19,Camelot Elementary,Lewiston,Nez Perce,Lewiston,64,98.4375,0,1.5625,46.3738157,-116.932628
32,Idaho,2018-19,Payette Primary,Payette,Payette,Payette,121,98.34710744,0,0.826446281,44.0774397,-116.9269564
33,Idaho,2018-19,Hillcrest Elementary School - American Falls,American Falls,Power,American Falls,111,98.1981982,0,0,42.7751121,-112.8563225
34,Idaho,2018-19,Wilder Elementary,Wilder,Canyon,Wilder,50,98,0,0,43.6775705,-116.9051345
35,Idaho,2018-19,Rulon M Ellis Elementary,Pocatello,Bannock,Pocatello,49,97.95918367,0,2.040816327,42.9331554,-112.4552983
36,Idaho,2018-19,Valley,Hazelton,Jerome,Valley,41,97.56097561,0,0,42.5930853,-114.1712347
37,Idaho,2018-19,Mountain Valley Elementary,Ammon,Bonneville,Bonneville,80,97.5,0,1.25,43.4740523,-111.9519109
38,Idaho,2018-19,Hidden Springs Elementary,Boise,Ada,Boise,39,97.43589744,0,2.564102564,43.7251023,-116.2573471
39,Idaho,2018-19,Desert Sage Elementary,Boise,Ada,West Ada,112,97.32142857,0,0.8928571429,43.5385359,-116.2970002
40,Idaho,2018-19,Parkcenter Montessori,Boise,Ada,Private,37,97.2972973,0,2.702702703,43.5890081,-116.1765462
41,Idaho,2018-19,Lewis And Clark Elementary School - Caldwell,Caldwell,Canyon,Caldwell,71,97.18309859,0,0,43.6251978,-116.6854942
42,Idaho,2018-19,Summit Hills Elementary,Idaho Falls,Bonneville,Bonneville,71,97.18309859,1.408450704,0,43.5222699,-111.977503
43,Idaho,2018-19,Ustick Elementary,Boise,Ada,West Ada,70,97.14285714,0,2.857142857,43.6333167,-116.3378977
44,Idaho,2018-19,Silver Sage Elementary,Boise,Ada,West Ada,34,97.05882353,0,2.941176471,43.5583045,-116.2799814
45,Idaho,2018-19,Woodland Hills Elementary,Idaho Falls,Bonneville,Bonneville,66,96.96969697,0,1.515151515,43.4544513,-111.9603731
46,Idaho,2018-19,Spalding Elementary,Boise,Ada,West Ada,124,96.77419355,0,3.225806452,43.599173,-116.3372003
47,Idaho,2018-19,Tiebreaker Elementary,Idaho Falls,Bonneville,Bonneville,61,96.72131148,0,3.278688525,43.4963666,-111.9741442
48,Idaho,2018-19,Aberdeen Elementary,Aberdeen,Bingham,Aberdeen,58,96.55172414,0,1.724137931,42.9431902,-112.84446
49,Idaho,2018-19,Maxine Johnson Elementary,Parma,Canyon,Parma,83,96.38554217,0,3.614457831,43.7898846,-116.9343989
50,Idaho,2018-19,Lakewood Montessori,Boise,Ada,Private,27,96.2962963,0,3.703703704,43.5784367,-116.1827396
51,Idaho,2018-19,Groveland Elementary,Blackfoot,Bingham,Blackfoot,26,96.15384615,0,0,43.2206999,-112.3714801
52,Idaho,2018-19,Malad Elementary,Malad City,Oneida,Oneida,52,96.15384615,0,3.846153846,42.1948306,-112.2518401
53,Idaho,2018-19,Rupert Elementary,Rupert,Minidoka,Minidoka,104,96.15384615,0,0.9615384615,42.6311534,-113.669722
54,Idaho,2018-19,Collister Elementary,Boise,Ada,Boise,24,95.83333333,0,0,43.6563196,-116.243949
55,Idaho,2018-19,Grace Jordan Elementary,Boise,Ada,Boise,48,95.83333333,0,4.166666667,43.5919639,-116.2621493
56,Idaho,2018-19,White Pine Elementary School - Boise,Boise,Ada,Boise,48,95.83333333,0,0,43.5779704,-116.1780819
57,Idaho,2018-19,Grace Lutheran,Pocatello,Bannock,Private,47,95.74468085,0,4.255319149,42.905126,-112.4350666
58,Idaho,2018-19,Koelsch Elementary,Boise,Ada,Boise,46,95.65217391,2.173913043,0,43.622485,-116.25529
59,Idaho,2018-19,Lake Hazel Elementary,Boise,Ada,West Ada,69,95.65217391,0,4.347826087,43.5459293,-116.3282397
60,Idaho,2018-19,Mcghee Elementary,Lewiston,Nez Perce,Lewiston,46,95.65217391,0,2.173913043,46.3837127,-116.9975227
61,Idaho,2018-19,Arco Elementary,Arco,Butte,Butte,22,95.45454545,0,0,43.6337534,-113.3027369
62,Idaho,2018-19,Sunnyside Elementary,Idaho Falls,Bonneville,Idaho Falls,66,95.45454545,0,0,43.4634475,-112.0354018
63,Idaho,2018-19,Discovery Elementary School - Idaho Falls,Idaho Falls,Bonneville,Bonneville,87,95.40229885,1.149425287,3.448275862,43.5225392,-111.9583006
64,Idaho,2018-19,Falls Valley Elementary,Idaho Falls,Bonneville,Bonneville,65,95.38461538,0,4.615384615,43.4978259,-111.985047
65,Idaho,2018-19,Summerwind Elementary,Boise,Ada,West Ada,65,95.38461538,0,1.538461538,43.6380584,-116.3067611
66,Idaho,2018-19,Chubbuck Elementary,Chubbuck,Bannock,Pocatello,86,95.34883721,0,0,42.9255139,-112.478914
67,Idaho,2018-19,All Saints Catholic,Lewiston,Nez Perce,Private,21,95.23809524,0,4.761904762,46.3814049,-116.9627388
68,Idaho,2018-19,Immanuel Lutheran,Twin Falls,Twin Falls,Private,42,95.23809524,0,0,42.5708212,-114.4442235
69,Idaho,2018-19,Fairview Elementary,Idaho Falls,Bonneville,Bonneville,41,95.12195122,0,4.87804878,43.5830692,-112.0146419
70,Idaho,2018-19,Ammon Elementary,Ammon,Bonneville,Bonneville,40,95,0,5,43.4711394,-111.9676427
71,Idaho,2018-19,Canyonside Christian,Jerome,Jerome,Private,20,95,0,5,42.7095727,-114.5138695
72,Idaho,2018-19,Chaparral Elementary,Meridian,Ada,West Ada,100,95,0,5,43.6147116,-116.4373817
73,Idaho,2018-19,St. Joseph's,Boise,Ada,Private,40,95,0,2.5,43.6217257,-116.1983827
74,Idaho,2018-19,Hubbard Elementary,Kuna,Ada,Kuna,59,94.91525424,0,5.084745763,43.4974772,-116.410602
75,Idaho,2018-19,Iona Elementary,Iona,Bonneville,Bonneville,78,94.87179487,0,3.846153846,43.5247148,-111.9265625
76,Idaho,2018-19,St. Ignatius Catholic,Meridian,Ada,Private,39,94.87179487,0,0,43.6606005,-116.3910483
77,Idaho,2018-19,Marsing Elementary,Marsing,Owyhee,Marsing,55,94.54545455,0,5.454545455,43.5434587,-116.8129089
78,Idaho,2018-19,Shadow Hills Elementary,Boise,Ada,Boise,73,94.52054795,0,4.109589041,43.6820043,-116.2896119
79,Idaho,2018-19,Cascade District,Cascade,Valley,Cascade,18,94.44444444,0,0,44.5165389,-116.0459833
80,Idaho,2018-19,Cloverdale Elementary,Idaho Falls,Bonneville,Bonneville,72,94.44444444,0,2.777777778,43.504295,-111.9533557
81,Idaho,2018-19,Terreton Elementary And West Jefferson Middle,Terreton,Jefferson,West Jefferson,36,94.44444444,0,2.777777778,43.8408999,-112.4396463
82,Idaho,2018-19,Pioneer Elementary,Preston,Franklin,Preston,159,94.33962264,0,5.031446541,42.0875033,-111.8653906
83,Idaho,2018-19,Heyburn Elementary School - Minidoka,Heyburn,Minidoka,Minidoka,88,94.31818182,0,3.409090909,42.5462532,-113.7557232
84,Idaho,2018-19,Hawthorne Elementary School - Boise,Boise,Ada,Boise,35,94.28571429,0,0,43.5818437,-116.2106927
85,Idaho,2018-19,Paul Elementary,Paul,Minidoka,Minidoka,86,94.18604651,0,1.162790698,42.607574,-113.785298
86,Idaho,2018-19,River Valley Elementary,Meridian,Ada,West Ada,86,94.18604651,0,4.651162791,43.6273167,-116.3575613
87,Idaho,2018-19,Bridgewater Elementary,Idaho Falls,Bonneville,Bonneville,68,94.11764706,0,1.470588235,43.5093404,-111.9659749
88,Idaho,2018-19,Pillar Falls Elementary,Twin Falls,Twin Falls,Twin Falls,83,93.97590361,0,6.024096386,42.5738302,-114.4173449
89,Idaho,2018-19,Discovery Elementary School - Meridian,Meridian,Ada,West Ada,66,93.93939394,0,4.545454545,43.640378,-116.3681815
90,Idaho,2018-19,Monticello Montessori Public Charter,Idaho Falls,Bonneville,Charter,33,93.93939394,6.060606061,0,43.4550266,-111.9584898
91,Idaho,2018-19,Ernest Hemingway Steam,Ketchum,Blaine,Blaine,49,93.87755102,0,2.040816327,43.682519,-114.3709477
92,Idaho,2018-19,Valley View Elementary School - Boise,Boise,Ada,Boise,49,93.87755102,0,2.040816327,43.6372321,-116.2852306
93,Idaho,2018-19,Jefferson Elementary School - Jerome,Jerome,Jerome,Jerome,158,93.67088608,0,1.265822785,42.7291612,-114.5084246
94,Idaho,2018-19,Kenneth J. Carberry Elementary,Emmett,Gem,Emmett,110,93.63636364,1.818181818,2.727272727,43.8654173,-116.4742979
95,Idaho,2018-19,Theresa Bunker Elementary,Idaho Falls,Bonneville,Idaho Falls,46,93.47826087,0,0,43.4838636,-112.006383
96,Idaho,2018-19,Heritage Community Charter,Caldwell,Canyon,Charter,60,93.33333333,0,0,43.6345854,-116.6765198
97,Idaho,2018-19,St. Paul's Catholic,Nampa,Canyon,Private,15,93.33333333,0,0,43.5705714,-116.563495
98,Idaho,2018-19,Taylor's Crossing Charter,Idaho Falls,Bonneville,Charter,30,93.33333333,0,3.333333333,43.5081904,-111.9387722
99,Idaho,2018-19,Mcsorley Elementary,Lewiston,Nez Perce,Lewiston,44,93.18181818,0,6.818181818,46.3997156,-117.0114869
100,Idaho,2018-19,Orchards Elementary,Lewiston,Nez Perce,Lewiston,44,93.18181818,6.818181818,0,46.3779491,-116.9699275
101,Idaho,2018-19,Tyhee Elementary School Pocatello Montessori,Pocatello,Bannock,Pocatello,88,93.18181818,1.136363636,1.136363636,42.9486445,-112.471413
102,Idaho,2018-19,Trail Wind Elementary,Boise,Ada,Boise,73,93.15068493,1.369863014,5.479452055,43.5512375,-116.1366312
103,Idaho,2018-19,Oakley Elementary,Oakley,Cassia,Cassia,29,93.10344828,0,6.896551724,42.245827,-113.890216
104,Idaho,2018-19,Eagle Elementary School Of The Arts,Eagle,Ada,West Ada,43,93.02325581,0,6.976744186,43.6984277,-116.3547949
105,Idaho,2018-19,Donald D Stalker Elementary,Blackfoot,Bingham,Blackfoot,57,92.98245614,0,3.50877193,43.1882959,-112.3631898
106,Idaho,2018-19,Lewis And Clark Elementary School - Pocatello,Pocatello,Bannock,Pocatello,84,92.85714286,0,0,42.8901247,-112.4605468
107,Idaho,2018-19,Riverside Elementary School-Boise,Boise,Ada,Boise,69,92.75362319,0,1.449275362,43.5753381,-116.1572842
108,Idaho,2018-19,Wilson Elementary,Caldwell,Canyon,Caldwell,82,92.68292683,0,0,43.6464496,-116.6938759
109,Idaho,2018-19,Central Canyon Elementary,Caldwell,Canyon,Vallivue,95,92.63157895,1.052631579,5.263157895,43.6109072,-116.66435
110,Idaho,2018-19,Washington Elementary School - Caldwell,Caldwell,Canyon,Caldwell,81,92.59259259,0,1.234567901,43.6435878,-116.6868088
111,Idaho,2018-19,Centennial Elementary School-Lewiston,Lewiston,Nez Perce,Lewiston,67,92.53731343,2.985074627,2.985074627,46.3775579,-116.9894677
112,Idaho,2018-19,North Elementary,Mountain Home,Elmore,Mountain Home,67,92.53731343,0,2.985074627,43.1453964,-115.698757
113,Idaho,2018-19,Sawtooth Elementary,Twin Falls,Twin Falls,Twin Falls,80,92.5,0,5,42.5747622,-114.451469
114,Idaho,2018-19,Stephensen Elementary,MOUNTAIN HOME AFB,Elmore,Mountain Home,80,92.5,6.25,1.25,43.0578095,-115.8524141
115,Idaho,2018-19,Chief Joseph Elementary,Meridian,Ada,West Ada,92,92.39130435,0,6.52173913,43.6259915,-116.3793137
116,Idaho,2018-19,Reed Elementary,Kuna,Ada,Kuna,105,92.38095238,0,6.666666667,43.5047482,-116.4106113
117,Idaho,2018-19,Liberty Elementary,BOISE,Ada,Boise,52,92.30769231,1.923076923,1.923076923,43.568908,-116.1612341
118,Idaho,2018-19,St. Mary's Catholic,Moscow,Latah,Private,13,92.30769231,0,7.692307692,46.7369699,-116.9907322
119,Idaho,2018-19,Syringa Elementary,Pocatello,Bannock,Pocatello,65,92.30769231,0,6.153846154,42.901098,-112.4478059
120,Idaho,2018-19,Thomas Jefferson Charter,Caldwell,Canyon,Charter,26,92.30769231,0,0,43.6597716,-116.6390455
121,Idaho,2018-19,West Elementary,Mountain Home,Elmore,Mountain Home,65,92.30769231,0,4.615384615,43.129459,-115.699038
122,Idaho,2018-19,Ucon Elementary,Idaho Falls,Bonneville,Bonneville,51,92.15686275,0,3.921568627,43.5931857,-111.9519033
123,Idaho,2018-19,Howard Thirkill Elementary,Soda Springs,Caribou,Soda Springs,76,92.10526316,0,5.263157895,42.649473,-111.6021057
124,Idaho,2018-19,Washington Elementary School - Pocatello,Pocatello,Bannock,Pocatello,38,92.10526316,0,5.263157895,42.8688772,-112.4367542
125,Idaho,2018-19,John V Evans Elementary,Burley,Cassia,Cassia,75,92,0,0,42.5134848,-113.8036126
126,Idaho,2018-19,Barbara Morgan Stem Academy,Meridian,Ada,West Ada,74,91.89189189,0,6.756756757,43.6241768,-116.4159369
127,Idaho,2018-19,Ririe Elementary,Ririe,Jefferson,Ririe,37,91.89189189,0,5.405405405,43.628908,-111.774495
128,Idaho,2018-19,Sunrise Elementary,Shelley,Bingham,Shelley,184,91.84782609,0,3.260869565,43.3730688,-112.1207615
129,Idaho,2018-19,Claude A. Wilcox Elementary,Pocatello,Bannock,Pocatello,97,91.75257732,0,2.06185567,42.8984779,-112.4743708
130,Idaho,2018-19,Anser Charter,Boise,Ada,Charter,36,91.66666667,0,8.333333333,43.63314,-116.2494479
131,Idaho,2018-19,Falcon Ridge Public Charter,Kuna,Ada,Charter,24,91.66666667,0,4.166666667,43.4874348,-116.4335626
132,Idaho,2018-19,Liberty Charter,Nampa,Canyon,Charter,24,91.66666667,0,8.333333333,43.5166874,-116.5592592
133,Idaho,2018-19,Ponderosa Elementary School - Meridian,Meridian,Ada,West Ada,96,91.66666667,0,7.291666667,43.631587,-116.442559
134,Idaho,2018-19,Pepper Ridge Elementary,Boise,Ada,West Ada,95,91.57894737,0,6.315789474,43.5824169,-116.3299493
135,Idaho,2018-19,Pioneer School Of The Arts,BOISE,ADA,West Ada,117,91.45299145,0,7.692307692,43.6466033,-116.3467012
136,Idaho,2018-19,Pioneer Primary,Weiser,Washington,Weiser,93,91.39784946,0,6.451612903,44.2539136,-116.9790263
137,Idaho,2018-19,Hillcrest Elementary School - Boise,Boise,Ada,Boise,46,91.30434783,0,2.173913043,43.5840893,-116.2417461
138,Idaho,2018-19,Mountain View Elementary School - Boise,Boise,Ada,Boise,46,91.30434783,0,2.173913043,43.6368944,-116.2698877
139,Idaho,2018-19,Webster Elementary,Lewiston,Nez Perce,Lewiston,23,91.30434783,0,8.695652174,46.4065052,-117.0209191
140,Idaho,2018-19,Horizon Elementary School - Jerome,Jerome,Jerome,Jerome,147,91.15646259,0,4.081632653,42.7334415,-114.5051608
141,Idaho,2018-19,Cynthia Mann Elementary,Boise,Ada,Boise,45,91.11111111,0,4.444444444,43.6660355,-116.2562675
142,Idaho,2018-19,Whitman Elementary,Lewiston,Nez Perce,Lewiston,45,91.11111111,0,4.444444444,46.4111297,-117.0051343
143,Idaho,2018-19,Skyway Elementary School - Caldwell,Caldwell,Canyon,Vallivue,123,91.05691057,0,5.691056911,43.6554439,-116.6221466
144,Idaho,2018-19,Foxhollow Elementary,Idaho Falls,Bonneville,Idaho Falls,67,91.04477612,0,2.985074627,43.4789395,-112.0781583
145,Idaho,2018-19,Stricker Elementary,Kimberly,Twin Falls,Kimberly,67,91.04477612,1.492537313,5.970149254,42.5426106,-114.3742374
146,Idaho,2018-19,Cornerstone Christian School - Lewiston,Lewiston,Nez Perce,Private,11,90.90909091,9.090909091,0,46.4027159,-117.0210703
147,Idaho,2018-19,Heritage Academy,Jerome,Jerome,Charter,22,90.90909091,0,9.090909091,42.7197807,-114.518143
148,Idaho,2018-19,Hollister Elementary,Hollister,Twin Falls,Filer,11,90.90909091,0,9.090909091,42.3564499,-114.5892765
149,Idaho,2018-19,Juliaetta Elementary,Juliaetta,Latah,Kendrick,22,90.90909091,0,4.545454545,46.5792695,-116.708216
150,Idaho,2018-19,Lava Elementary,Lava Hot Springs,Bannock,Marsh Valley,11,90.90909091,0,9.090909091,42.6167856,-112.0147744
151,Idaho,2018-19,Lincoln Elementary School - Caldwell,Caldwell,Canyon,Caldwell,77,90.90909091,0,6.493506494,43.6580819,-116.6886589
152,Idaho,2018-19,Oregon Trail Elementary,Twin Falls,Twin Falls,Twin Falls,108,90.74074074,0.9259259259,4.62962963,42.540858,-114.4663895
153,Idaho,2018-19,East Canyon Elementary,Nampa,Canyon,Vallivue,86,90.69767442,0,6.976744186,43.6402881,-116.5724088
154,Idaho,2018-19,Grace Elementary,Grace,Caribou,Grace,43,90.69767442,0,4.651162791,42.5722952,-111.7321081
155,Idaho,2018-19,White Pine Charter,Idaho Falls,Bonneville,Charter,64,90.625,0,9.375,43.4923251,-111.9752669
156,Idaho,2018-19,Fruitland Elementary,Fruitland,Payette,Fruitland,116,90.51724138,0.8620689655,4.310344828,44.0015627,-116.9119893
157,Idaho,2018-19,Heyburn Elementary School - St Maries,St. Maries,Benewah,St Maries,63,90.47619048,0,4.761904762,47.3160647,-116.575167
158,Idaho,2018-19,Riverstone International,Boise,Ada,Private,21,90.47619048,0,9.523809524,43.5646716,-116.1149053
159,Idaho,2018-19,Galileo Stem Academy,Eagle,Ada,West Ada,94,90.42553191,1.063829787,8.510638298,43.6997241,-116.4118587
