index,state,year,name,city,county,district,enrollment,overall,xmed,xrel,lat,lng
316,Idaho,2018-19,Moreland Elementary,Blackfoot,Bingham,Snake River,115,81.73913043,0,1.739130435,43.1866968,-112.3426616
317,Idaho,2018-19,Compass Charter,Meridian,Ada,Charter,93,81.72043011,1.075268817,12.90322581,43.6183981,-116.4248219
318,Idaho,2018-19,Lena Whitmore Elementary,Moscow,Latah,Moscow,38,81.57894737,2.631578947,2.631578947,46.733289,-116.9851789
319,Idaho,2018-19,North Idaho Stem Charter Academy,Rathdrum,Kootenai,Charter,48,81.25,0,18.75,47.8141738,-116.8765394
320,Idaho,2018-19,Syringa Mountain Charter,Hailey,Blaine,Charter,16,81.25,0,6.25,43.4867161,-114.2754595
321,Idaho,2018-19,Maple Grove Elementary,Boise,Ada,Boise,69,81.15942029,0,2.898550725,43.5776776,-116.293149
322,Idaho,2018-19,Willow Creek Elementary School - Nampa,Nampa,Canyon,Nampa,74,81.08108108,0,4.054054054,43.585772,-116.600442
323,Idaho,2018-19,Harrison Elementary School - Twin Falls,Twin Falls,Twin Falls,Twin Falls,68,80.88235294,0,5.882352941,42.5725609,-114.4696346
324,Idaho,2018-19,John Brown Elementary,Rathdrum,Kootenai,Lakeland,52,80.76923077,0,5.769230769,47.8146846,-116.888891
325,Idaho,2018-19,American Heritage Charter,Idaho Falls,Bonneville,Charter,46,80.43478261,0,2.173913043,43.482044,-112.1033294
326,Idaho,2018-19,Centennial Elementary School-Nampa,Nampa,Canyon,Nampa,66,80.3030303,0,6.060606061,43.5636786,-116.5826762
327,Idaho,2018-19,Calvary Christian Academy,Emmett,Gem,Private,10,80,0,20,43.893864,-116.507075
328,Idaho,2018-19,Leadore,Leadore,Lemhi,South Lemhi,5,80,0,20,44.677875,-113.3607783
329,Idaho,2018-19,Sweet Montour Elementary,Sweet,Gem,Emmett,5,80,0,20,43.961556,-116.3301311
330,Idaho,2018-19,Driggs Elementary,Driggs,Teton,Teton,79,79.74683544,0,12.65822785,43.7302201,-111.1104226
331,Idaho,2018-19,I.T. Stoddard Elementary,Blackfoot,Bingham,Blackfoot,49,79.59183673,2.040816327,2.040816327,43.1800827,-112.3449204
332,Idaho,2018-19,A.W. Johnson Elementary,Firth,Bingham,Firth,63,79.36507937,1.587301587,3.174603175,43.3022782,-112.1774832
333,Idaho,2018-19,Gooding Elementary,Gooding,Gooding,Gooding,92,79.34782609,0,4.347826087,42.9376674,-114.7260364
334,Idaho,2018-19,Bryan Elementary,Coeur D'alene,Kootenai,Coeur d'Alene,72,79.16666667,0,16.66666667,47.685903,-116.774416
335,Idaho,2018-19,Gem Prep Meridian,Meridian,Ada,Charter,48,79.16666667,0,6.25,43.5898839,-116.3599459
336,Idaho,2018-19,Twin Lakes Elementary,Rathdrum,Kootenai,Lakeland,48,79.16666667,0,10.41666667,47.8583144,-116.8587075
337,Idaho,2018-19,Idaho Virtual Academy,Meridian,Ada,Charter,91,79.12087912,0,19.78021978,43.5872739,-116.3555397
338,Idaho,2018-19,Jefferson Elementary School - Boise,Boise,Ada,Boise,43,79.06976744,0,0,43.6019317,-116.2279331
339,Idaho,2018-19,Calvary Christian School - Boise,Boise,Ada,Private,19,78.94736842,0,21.05263158,43.6035511,-116.2757818
340,Idaho,2018-19,Challenger School - Bloom St,Boise,Ada,Private,19,78.94736842,0,0,43.656825,-116.2578706
341,Idaho,2018-19,Holy Spirit Catholic,Pocatello,Bannock,Private,19,78.94736842,0,10.52631579,42.8717955,-112.4451218
342,Idaho,2018-19,Troy Elementary,Troy,Latah,Troy,19,78.94736842,0,21.05263158,46.7469862,-116.766389
343,Idaho,2018-19,Twin Falls Christian Academy,Twin Falls,Twin Falls,Private,19,78.94736842,0,10.52631579,42.575436,-114.439643
344,Idaho,2018-19,Monroe Elementary,Boise,Ada,Boise,47,78.72340426,0,2.127659574,43.5966245,-116.2268811
345,Idaho,2018-19,Hope Elementary,Hope,Bonner,Lake Pend Oreille,14,78.57142857,0,21.42857143,48.2169955,-116.2638688
346,Idaho,2018-19,Atlas Elementary,Hayden,Kootenai,Coeur d'Alene,93,78.49462366,0,8.602150538,47.7510959,-116.827773
347,Idaho,2018-19,Borah Elementary,Coeur D'alene,Kootenai,Coeur d'Alene,69,78.26086957,0,10.14492754,47.698532,-116.777275
348,Idaho,2018-19,Hansen Elementary,Hansen,Twin Falls,Hansen,23,78.26086957,0,8.695652174,42.5271361,-114.3044761
349,Idaho,2018-19,Hawthorne Elementary School - Idaho Falls,Idaho Falls,Bonneville,Idaho Falls,46,78.26086957,2.173913043,6.52173913,43.4841614,-112.0341192
350,Idaho,2018-19,Sorensen Magnet Elementary,Coeur D'Alene,Kootenai,Coeur d'Alene,46,78.26086957,0,15.2173913,47.6751864,-116.7733569
351,Idaho,2018-19,Filer Elementary,Filer,Twin Falls,Filer,87,78.16091954,0,2.298850575,42.5665336,-114.6152354
352,Idaho,2018-19,South Fork Elementary School - Rexburg,Rexburg,Madison,Madison,59,77.96610169,0,11.86440678,43.726244,-111.819668
353,Idaho,2018-19,Middleton Heights Elementary,Middleton,Canyon,Middleton,86,77.90697674,0,5.813953488,43.7138688,-116.6341467
354,Idaho,2018-19,Clearwater Valley Elementary,Kooskia,Idaho,Mountain View,18,77.77777778,0,16.66666667,46.1461422,-115.9744269
355,Idaho,2018-19,Hillside Academy,Boise,Ada,Private,9,77.77777778,0,0,43.6580456,-116.2372871
356,Idaho,2018-19,Nampa Christian,Nampa,Canyon,Private,36,77.77777778,0,11.11111111,43.5987542,-116.6316024
357,Idaho,2018-19,Timberline K-12,Orofino,Clearwater,Orofino,9,77.77777778,0,22.22222222,46.4350591,-115.8876381
358,Idaho,2018-19,Frederick Post Kindergarten,Post Falls,Kootenai,Post Falls,416,77.64423077,0.4807692308,11.29807692,47.7157968,-116.9505361
359,Idaho,2018-19,Ramsey Magnet Elementary School Of Science,Coeur D'alene,Kootenai,Coeur d'Alene,89,77.52808989,0,13.48314607,47.7162635,-116.8043723
360,Idaho,2018-19,Morningside Elementary,Twin Falls,Twin Falls,Twin Falls,70,77.14285714,0,5.714285714,42.5576306,-114.4490003
361,Idaho,2018-19,Parker Egin Elementary,St. Anthony,Fremont,Fremont,13,76.92307692,0,0,43.970456,-111.6824651
362,Idaho,2018-19,Sagle Elementary,Sagle,Bonner,Lake Pend Oreille,39,76.92307692,0,12.82051282,48.2027073,-116.5537967
363,Idaho,2018-19,St. Nicholas Catholic,Rupert,Minidoka,Private,26,76.92307692,3.846153846,0,42.6202376,-113.6748558
364,Idaho,2018-19,Watersprings,Idaho Falls,Bonneville,Private,43,76.74418605,0,2.325581395,43.4591656,-111.9857318
365,Idaho,2018-19,Melba Elementary,Melba,Canyon,Melba,55,76.36363636,0,12.72727273,43.3780902,-116.5299046
366,Idaho,2018-19,Alturas Elementary,Hailey,Blaine,Blaine,59,76.27118644,0,1.694915254,43.4927672,-114.2756189
367,Idaho,2018-19,Athol Elementary,Athol,Kootenai,Lakeland,50,76,0,12,47.944781,-116.699954
368,Idaho,2018-19,Challenger School - Everest,Meridian,Ada,Private,45,75.55555556,2.222222222,22.22222222,43.662295,-116.4183567
369,Idaho,2018-19,Gem Prep Nampa,Nampa,Canyon,Charter,49,75.51020408,2.040816327,4.081632653,43.5543163,-116.5754881
370,Idaho,2018-19,Albion Elementary,Albion,Cassia,Cassia,12,75,0,8.333333333,42.4116059,-113.5835916
371,Idaho,2018-19,Lindy Ross Elementary,Dubois,Clark,Clark,12,75,0,0,44.17028,-112.2302559
372,Idaho,2018-19,Mount Hall Elementary,Bonners Ferry,Boundary,Boundary,24,75,0,20.83333333,48.8942724,-116.3599878
373,Idaho,2018-19,Palouse Hills Christian,Moscow,Latah,Private,4,75,0,25,46.7192728,-116.9627253
374,Idaho,2018-19,Silver Valley Christian Academy,Kellogg,Shoshone,Private,4,75,0,0,47.543477,-116.126906
375,Idaho,2018-19,Victory Charter,Nampa,Canyon,Charter,24,75,0,25,43.5150184,-116.5585141
376,Idaho,2018-19,Hayden Meadows Elementary,Hayden,Kootenai,Coeur d'Alene,46,73.91304348,0,13.04347826,47.757997,-116.7752241
377,Idaho,2018-19,Raft River Elementary,Malta,Cassia,Cassia,23,73.91304348,0,13.04347826,42.307382,-113.3736063
378,Idaho,2018-19,St. Mark's,Boise,Ada,Private,23,73.91304348,0,13.04347826,43.6259388,-116.2753989
379,Idaho,2018-19,Tetonia Elementary,Tetonia,Teton,Teton,23,73.91304348,0,17.39130435,43.8129603,-111.158615
380,Idaho,2018-19,Glenns Ferry Elementary,Glenns Ferry,Elmore,Glenns Ferry,30,73.33333333,0,23.33333333,42.9582698,-115.3097158
381,Idaho,2018-19,Mill Creek Elementary,Middleton,Canyon,Middleton,122,72.95081967,0,7.37704918,43.7097495,-116.6125559
382,Idaho,2018-19,Whitney Elementary,Boise,Ada,Boise,81,72.83950617,0,1.234567901,43.5878675,-116.2247643
383,Idaho,2018-19,Noah's Ark Learning Center,Coeur D'alene,Kootenai,Private,18,72.22222222,0,22.22222222,47.70483,-116.7656945
384,Idaho,2018-19,Notus Elementary,Caldwell,Canyon,Notus,25,72,0,16,43.6239493,-116.6823995
385,Idaho,2018-19,Boise Valley Adventist,Boise,Ada,Private,7,71.42857143,0,28.57142857,43.614258,-116.3372847
386,Idaho,2018-19,Bonneville Online Elementary,Idaho Falls,Bonneville,Bonneville,7,71.42857143,14.28571429,14.28571429,43.5396238,-111.9936605
387,Idaho,2018-19,Greenleaf Friends Academy,Greenleaf,Canyon,Private,7,71.42857143,0,28.57142857,43.671075,-116.820881
388,Idaho,2018-19,Fernan Elementary,Coeur D'alene,Kootenai,Coeur d'Alene,75,70.66666667,0,17.33333333,47.677069,-116.7554839
389,Idaho,2018-19,Dietrich,Dietrich,Lincoln,Dietrich,17,70.58823529,0,0,42.912929,-114.263674
390,Idaho,2018-19,Kootenai Elementary,Kootenai,Bonner,Lake Pend Oreille,51,70.58823529,0,17.64705882,48.3122279,-116.5166067
391,Idaho,2018-19,Northwest Expedition Academy,Hayden,Kootenai,Coeur d'Alene,44,70.45454545,0,15.90909091,47.7595857,-116.7857963
392,Idaho,2018-19,Hibbard Elementary,Rexburg,Madison,Madison,37,70.27027027,0,5.405405405,43.860304,-111.8385201
393,Idaho,2018-19,Upriver Elementary Jr High,Fernwood,Benewah,St Maries,10,70,0,0,47.1132785,-116.3889653
394,Idaho,2018-19,The Village Charter,Boise,Ada,Charter,56,69.64285714,0,10.71428571,43.6202658,-116.2870697
395,Idaho,2018-19,Grand View Elementary,Grand View,Owyhee,Bruneau-Grand View,13,69.23076923,0,30.76923077,42.988129,-116.093459
396,Idaho,2018-19,Pinehurst Elementary,Pinehurst,Shoshone,Kellogg,77,68.83116883,1.298701299,10.38961039,47.5377694,-116.2375081
397,Idaho,2018-19,Bellevue Elementary,Hailey,Blaine,Blaine,32,68.75,0,3.125,43.5184374,-114.3174074
398,Idaho,2018-19,Carey Public,CAREY,BLAINE,Blaine,16,68.75,0,6.25,43.3137676,-113.9431999
399,Idaho,2018-19,Highland Schools,Craigmont,Lewis,Highland,22,68.18181818,0,22.72727273,46.2434068,-116.4718436
400,Idaho,2018-19,Lam Christian Academy,Coeur D'alene,Kootenai,Private,22,68.18181818,0,31.81818182,47.71636,-116.807542
401,Idaho,2018-19,North Valley Academy Charter,Gooding,Gooding,Charter,22,68.18181818,0,4.545454545,42.9356824,-114.7128455
402,Idaho,2018-19,Castleford,Castleford,Twin Falls,Castleford,34,67.64705882,0,0,42.5211848,-114.8753086
403,Idaho,2018-19,Cole Valley Christian - Elementary,BOISE,Ada,Private,64,67.1875,0,32.8125,43.6331901,-116.2914435
404,Idaho,2018-19,Cambridge Elementary,Cambridge,Washington,Cambridge,3,66.66666667,0,33.33333333,44.5741361,-116.6824756
405,Idaho,2018-19,Canyon Elementary Science Magnet,Cataldo,Kootenai,Kellogg,12,66.66666667,0,16.66666667,47.5756418,-116.4136949
406,Idaho,2018-19,Donnelly Elementary,Donnelly,Valley,Mccall-Donnelly,21,66.66666667,4.761904762,19.04761905,44.7307612,-116.0767435
407,Idaho,2018-19,Holy Family Catholic,Coeur D'alene,Kootenai,Private,24,66.66666667,0,29.16666667,47.7221073,-116.8285425
408,Idaho,2018-19,John Mullan Elementary,Mullan,Shoshone,Mullan,6,66.66666667,0,16.66666667,47.4693745,-115.7965475
409,Idaho,2018-19,Legacy Charter,Nampa,Canyon,Charter,24,66.66666667,0,20.83333333,43.5311371,-116.5366589
410,Idaho,2018-19,Lincoln Elementary School - Rexburg,Rexburg,Madison,Madison,69,66.66666667,1.449275362,1.449275362,43.820975,-111.7736148
411,Idaho,2018-19,Meadows Valley,New Meadows,Adams,Meadows Valley,12,66.66666667,16.66666667,0,44.9752798,-116.2869341
412,Idaho,2018-19,Hailey Elementary,Hailey,Blaine,Blaine,41,65.85365854,0,2.43902439,43.5158522,-114.3101775
413,Idaho,2018-19,Garwood Elementary,Rathdrum,Kootenai,Lakeland,46,65.2173913,0,19.56521739,47.831015,-116.806907
414,Idaho,2018-19,Bovill Elementary,Bovill,Latah,Whitepine,17,64.70588235,0,5.882352941,46.8595397,-116.3935464
415,Idaho,2018-19,Idaho Distance Education Academy,Deary,Latah,Charter,17,64.70588235,0,23.52941176,46.7963087,-116.5577243
416,Idaho,2018-19,Priest River Elementary,Priest River,Bonner,West Bonner,36,63.88888889,0,0,48.1855343,-116.9091668
417,Idaho,2018-19,Southside Elementary,Cocolalla,Bonner,Lake Pend Oreille,19,63.15789474,0,26.31578947,48.1029903,-116.6158478
418,Idaho,2018-19,Salmon Pioneer Primary,Salmon,Lemhi,Salmon,46,63.04347826,0,6.52173913,45.1719841,-113.8907874
419,Idaho,2018-19,Winton Elementary,Coeur D'alene,Kootenai,Coeur d'Alene,67,62.68656716,0,22.3880597,47.6892933,-116.7969
420,Idaho,2018-19,Little Folks,Coeur D'alene,Kootenai,Private,16,62.5,0,25,47.69798,-116.801109
421,Idaho,2018-19,Selkirk School - North Idaho Learning Center,Sandpoint,Bonner,Private,8,62.5,0,37.5,48.2755342,-116.5997394
422,Idaho,2018-19,Harold B. Lee Elementary,Dayton,Franklin,West Side,58,62.06896552,0,3.448275862,42.108626,-111.990777
423,Idaho,2018-19,Northside Elementary,Sandpoint,Bonner,Lake Pend Oreille,21,61.9047619,33.33333333,0,48.364611,-116.4392254
424,Idaho,2018-19,Valley View Elementary School - Bonners Ferry,Bonners Ferry,Boundary,Boundary,65,61.53846154,3.076923077,24.61538462,48.6850909,-116.3254446
425,Idaho,2018-19,Silver Hills Elementary,Osburn,Shoshone,Wallace,43,60.46511628,0,34.88372093,47.4991097,-115.9833699
426,Idaho,2018-19,Community School - Elementary,Sun Valley,Blaine,Private,10,60,0,0,43.6891033,-114.3530637
427,Idaho,2018-19,Washington Elementary School - Santpoint,Sandpoint,Bonner,Lake Pend Oreille,40,60,0,20,48.2680373,-116.5578251
428,Idaho,2018-19,Zion Lutheran,Nampa,Canyon,Private,10,60,0,20,43.5587869,-116.5722365
429,Idaho,2018-19,Christian Center,hayden,Kootenai,Private,17,58.82352941,0,41.17647059,47.745773,-116.835118
430,Idaho,2018-19,Horseshoe Bend Elementary,Horseshoe Bend,Boise,Horseshoe Bend,19,57.89473684,0,5.263157895,43.9082932,-116.202345
431,Idaho,2018-19,Inspire Connections Academy,Boise,Ada,Charter,33,57.57575758,0,42.42424242,43.610321,-116.289489
432,Idaho,2018-19,Discovery Christian Day,Coeur D'alene,Kootenai,Private,7,57.14285714,0,42.85714286,47.6758378,-116.7848042
433,Idaho,2018-19,Fort Hall Elementary,Pocatello,Bannock,Blackfoot,25,56,0,0,43.0336264,-112.4387917
434,Idaho,2018-19,Camas County Elementary Jr High,Fairfield,Camas,Camas,9,55.55555556,0,33.33333333,43.3471269,-114.7911623
435,Idaho,2018-19,Logos,Moscow,Latah,Private,38,55.26315789,0,36.84210526,46.7340718,-117.0197154
436,Idaho,2018-19,Upper Carmen Public Charter,Carmen,Lemhi,Charter,13,53.84615385,0,46.15384615,45.1724801,-113.8869302
437,Idaho,2018-19,The Ambrose,Meridian,Ada,Private,41,53.65853659,0,21.95121951,43.6605644,-116.3736698
438,Idaho,2018-19,Idaho Hill Elementary,Oldtown,Bonner,West Bonner,15,53.33333333,0,20,48.1789623,-117.035514
439,Idaho,2018-19,St. Edward's Catholic,Twin Falls,Twin Falls,Private,27,51.85185185,0,7.407407407,42.558847,-114.4644752
440,Idaho,2018-19,Almo Elementary,Almo,Cassia,Cassia,2,50,0,0,42.0967738,-113.6337587
441,Idaho,2018-19,Calder Elementary Jr High,Avery,Shoshone,Avery,2,50,0,50,47.2503828,-115.8126462
442,Idaho,2018-19,Howe Elementary,Howe,Butte,Butte,2,50,0,0,43.7851816,-113.0044515
443,Idaho,2018-19,Lillian Valley,Blackfoot,Bingham,Private,8,50,0,0,43.190101,-112.3318523
444,Idaho,2018-19,River Of Life Christian,Payette,Payette,Private,4,50,0,0,44.0924723,-116.9345924
445,Idaho,2018-19,The Learning Academy Of Teton Valley,Driggs,Teton,Private,2,50,0,50,43.7014803,-111.1114787
446,Idaho,2018-19,Cityhope Schools,Boise,Ada,Private,13,46.15384615,0,15.38461538,43.6208472,-116.2899378
447,Idaho,2018-19,Harrison Elementary School- Harrison,Harrison,Kootenai,Kootenai,13,46.15384615,0,7.692307692,47.4005984,-116.6715072
448,Idaho,2018-19,Caldwell Adventist Elementary,Caldwell,Canyon,Private,11,45.45454545,0,54.54545455,43.649064,-116.6762065
449,Idaho,2018-19,New Plymouth Elementary,New Plymouth,Payette,New Plymouth,69,44.92753623,0,4.347826087,43.9628679,-116.8206965
450,Idaho,2018-19,Riggins Elementary,Riggins,Idaho,Salmon River,9,44.44444444,0,0,45.423041,-116.315914
451,Idaho,2018-19,Wapello Elementary,Blackfoot,Bingham,Blackfoot,33,42.42424242,0,3.03030303,43.2465807,-112.2584928
452,Idaho,2018-19,Children's House Montessori School - Lewiston,Lewiston,Nez Perce,Private,12,41.66666667,0,0,46.4174668,-117.0264819
453,Idaho,2018-19,Prairie Elementary,Cottonwood,Idaho,Cottonwood,22,40.90909091,0,40.90909091,46.0568798,-116.3478063
454,Idaho,2018-19,Classical Christian Academy,Post Falls,Kootenai,Private,20,40,0,55,47.7166,-116.979136
455,Idaho,2018-19,Peace Valley Charter,Boise,Ada,Charter,57,38.59649123,0,38.59649123,43.5868672,-116.2021212
456,Idaho,2018-19,Twin Falls Virtual Schoolhouse,Twin Falls,Twin Falls,Twin Falls,8,37.5,0,62.5,42.55674,-114.47185
457,Idaho,2018-19,Sandpoint Waldorf,SANDPOINT,Bonner,Private,30,36.66666667,0,63.33333333,48.2731784,-116.5769398
458,Idaho,2018-19,Another Choice Virtual Charter,Nampa,Canyon,Charter,9,33.33333333,0,66.66666667,43.601332,-116.59357
459,Idaho,2018-19,Calvary Christian School - Nampa,Nampa,Canyon,Private,6,33.33333333,0,50,43.595378,-116.61185
460,Idaho,2018-19,Teton Elementary,Teton,Fremont,Fremont,15,33.33333333,0,0,43.8873063,-111.6723467
461,Idaho,2018-19,St. Dominic,POST FALLS,Kootenai,Private,20,30,0,70,47.686504,-117.02029
462,Idaho,2018-19,Genesis Preparatory Academy,Post Falls,Kootenai,Private,25,28,0,20,47.7259536,-116.9029405
463,Idaho,2018-19,Priest Lake Elementary,Priest River,Bonner,West Bonner,5,20,0,40,48.1892774,-116.9174669
464,Idaho,2018-19,Summit Academy,Cottonwood,Idaho,Private,10,20,0,80,46.065494,-116.354678
465,Idaho,2018-19,House Of The Lord Christian Academy,Oldtown,Bonner,Private,12,16.66666667,0,83.33333333,48.17153,-117.0297571
466,Idaho,2018-19,Coeur D'Alene Christian,Coeur D'alene,Kootenai,Private,9,11.11111111,0,22.22222222,47.730324,-116.776468
467,Idaho,2018-19,Immaculate Conception Academy,Post Falls,Kootenai,Private,12,8.333333333,0,91.66666667,47.7118581,-116.9394924
468,Idaho,2018-19,Arbon Elementary,Arbon Valley,Power,Arbon,1,0,100,0,42.5605754,-112.5540617
469,Idaho,2018-19,The Homeschool Academy,Ponderay,Bonner,Lake Pend Oreille,9,0,0,100,48.2720645,-116.5794485
470,Idaho,2018-19,Day Treatment Program,Jerome,Jerome,Jerome,0,,,,42.7338025,-114.526108
471,Idaho,2018-19,Desert View Christian,Mountain Home,Elmore,Private,0,,,,43.1332874,-115.6686495
472,Idaho,2018-19,Northwest Children's Education Center,Lewiston,Nez Perce,Private,0,,,,46.3976361,-117.0276799
473,Idaho,2018-19,Pine Elementary-Junior High,Mountain Home,Elmore,Mountain Home,0,,,,43.1278895,-115.6803757
474,Idaho,2018-19,Pleasant Valley Elementary Jr High,Jordan Valley,Owyhee,Pleasant Valley,0,,,,42.8990446,-117.0043017
475,Idaho,2018-19,Stanley Elementary Jr High,Stanley,Custer,Challis,0,,,,44.213224,-114.936805