index,state,year,name,city,mmr,overall,xmed,xper,xrel,lat,lng
1,Missouri,2018-19,Agape Boarding,Stockton,99,,,,,37.6951686,-93.8372975
2,Missouri,2018-19,All Saints Academy- St Ferdinand,Florissant,99,,,,,38.8063716,-90.3534658
3,Missouri,2018-19,All Saints Academy- St Norbert,Florissant,99,,,,,38.8393259,-90.319233
4,Missouri,2018-19,All Saints Academy-St Rose Phill,Florissant,99,,,,,38.789217,-90.322614
5,Missouri,2018-19,All Saints,St Peters,99,,,,,38.7973847,-90.628718
6,Missouri,2018-19,Assumption,St. Louis,99,,,,,38.5001433,-90.3599865
7,Missouri,2018-19,Atonement Lutheran,Florissant,99,,,,,38.79659,-90.317701
8,Missouri,2018-19,Blessed Teresa Of Calcutta Sch,Ferguson,99,,,,,38.7485479,-90.2981101
9,Missouri,2018-19,Central Christian,Clayton,99,,,,,38.64149,-90.334425
10,Missouri,2018-19,Chaminade College Prep,St. Louis,99,,,,,38.6496493,-90.4068831
11,Missouri,2018-19,Christ Community Lutheran Scho,Kirkwood,99,,,,,38.5737788,-90.4072465
12,Missouri,2018-19,Christ Prince Of Peace Sc,Manchester,99,,,,,38.6000063,-90.4950468
13,Missouri,2018-19,Christian Brothers College Hig,St. Louis,99,,,,,38.6398545,-90.4606679
14,Missouri,2018-19,Community,St Louis,99,,,,,38.5751341,-90.2511624
15,Missouri,2018-19,Cor Jesu Academy,St Louis,99,,,,,38.546841,-90.344232
16,Missouri,2018-19,Cristo Rey Kansas City,Kansas City,99,,,,,39.06718,-94.588878
17,Missouri,2018-19,Holy Cross Academy,Webster Groves,99,,,,,38.5938802,-90.3295831
18,Missouri,2018-19,Holy Cross,Kansas City,99,,,,,39.112929,-94.522063
19,Missouri,2018-19,Holy Redeemer,Webster Groves,99,,,,,38.5922975,-90.3485253
20,Missouri,2018-19,Holy Trinity,St Ann,99,,,,,38.7242924,-90.3941052
21,Missouri,2018-19,Immacolata,St. Louis,99,,,,,38.6391894,-90.3517553
22,Missouri,2018-19,Immaculate Conception,Jackson,99,,,,,37.379563,-89.666526
23,Missouri,2018-19,Immaculate Conception,Loose Creek,99,,,,,38.51004,-91.949411
24,Missouri,2018-19,Incarnate Word Academy,St. Louis,99,,,,,38.6994622,-90.3121143
25,Missouri,2018-19,Incarnate Word Elementaryl,Chesterfield,99,,,,,38.6795663,-90.4962618
26,Missouri,2018-19,Lutheran High Sch North,St Louis,99,,,,,38.717272,-90.283543
27,Missouri,2018-19,Lutheran High Sch South,St. Louis,99,,,,,38.5480384,-90.334131
28,Missouri,2018-19,Mary Institute/Country Day,St. Louis,99,,,,,38.658241,-90.397447
29,Missouri,2018-19,Mary Queen Of Peace Sch,St. Louis,99,,,,,38.5839414,-90.376086
30,Missouri,2018-19,Most Sacred Heart,Eureka,99,,,,,38.5048579,-90.6209274
31,Missouri,2018-19,Our Lady Of Guadalupe Sch,St Louis,99,,,,,38.7302312,-90.3024237
32,Missouri,2018-19,Our Lady Of Hope,Kansas City,99,,,,,39.050726,-94.602215
33,Missouri,2018-19,Our Lady Of Lourdes Sch,Washington,99,,,,,38.5465669,-91.0019875
34,Missouri,2018-19,Our Lady Of Lourdes Sch,University City,99,,,,,38.6470981,-90.3204586
35,Missouri,2018-19,Our Lady,Festus,99,,,,,38.2267589,-90.4189248
36,Missouri,2018-19,Pembroke Hill,Kansas City,99,,,,,39.0348903,-94.6090275
37,Missouri,2018-19,Queen Of All Saints Sch,St. Louis,99,,,,,38.4438294,-90.3087437
38,Missouri,2018-19,Rossman,Saint Louis,99,,,,,38.645038,-90.463531
39,Missouri,2018-19,Sacred Heart Schl-Poplar Bluff,Poplar Bluff,99,,,,,36.7577185,-90.4003036
40,Missouri,2018-19,Sacred Heart Schl-Valley Park,Valley Park,99,,,,,38.5525466,-90.4923059
41,Missouri,2018-19,Saint Louis Priory,St. Louis,99,,,,,38.6445683,-90.4774738
42,Missouri,2018-19,Springfield Catholic School System,Springfield,99,,,,,37.1700913,-93.2227015
43,Missouri,2018-19,St Andrew,Tipton,99,,,,,38.653565,-92.779825
44,Missouri,2018-19,St Bridget's,Pacific,99,,,,,38.4835409,-90.7435123
45,Missouri,2018-19,St Catherine Laboure Sch,St. Louis,99,,,,,38.526711,-90.378744
46,Missouri,2018-19,St Charles Borromeo Sch,St Charles,99,,,,,38.787363,-90.483139
47,Missouri,2018-19,St Clement Of Rome,St. Louis,99,,,,,38.6089422,-90.4340666
48,Missouri,2018-19,St Elizabeths,Kansas City,99,,,,,38.9924533,-94.5902624
49,Missouri,2018-19,St Francis Borgia Schools,Washington,99,,,,,38.5603705,-91.0152606
50,Missouri,2018-19,St Francis Of Assisi Sch,St. Louis,99,,,,,38.4794109,-90.3037261
51,Missouri,2018-19,St Gabriel,St Louis,99,,,,,38.5881272,-90.2989142
52,Missouri,2018-19,St George Schools,Hermann,99,,,,,38.7045813,-91.4398059
53,Missouri,2018-19,St Gerard Majella,Kirkwood,99,,,,,38.5855949,-90.442867
54,Missouri,2018-19,St Gregorys,Maryville,99,,,,,40.343418,-94.8658739
55,Missouri,2018-19,St James,St Joseph,99,,,,,39.7158425,-94.8625771
56,Missouri,2018-19,St Joachim & St Ann Sch,St Charles,99,,,,,38.7368221,-90.3948682
57,Missouri,2018-19,St John Regis,Kansas City,99,,,,,38.9611107,-94.4930945
58,Missouri,2018-19,St John The Baptist,Villa Ridge,99,,,,,38.484059,-90.939932
59,Missouri,2018-19,St Joseph,St. Charles,99,,,,,38.7422891,-90.652279
60,Missouri,2018-19,St Joseph,Farmington,99,,,,,37.779469,-90.415224
61,Missouri,2018-19,St Joseph,Manchester,99,,,,,38.5875709,-90.518172
62,Missouri,2018-19,St Joseph's Academy,St. Louis,99,,,,,38.624922,-90.407936
63,Missouri,2018-19,St Joseph's,Salisbury,99,,,,,39.4253868,-92.8064118
64,Missouri,2018-19,St Marys,Cape Girardeau,99,,,,,37.300574,-89.5273699
65,Missouri,2018-19,St Marys,Glasgow,99,,,,,39.2253742,-92.8452905
66,Missouri,2018-19,St Patrick,Wentzville,99,,,,,38.80747,-90.855151
67,Missouri,2018-19,St Paul,Fenton,99,,,,,38.5161975,-90.4475158
68,Missouri,2018-19,St Peters Grade,St. Louis,99,,,,,38.7924877,-90.6222007
69,Missouri,2018-19,St Peters,Marshall,99,,,,,39.1181379,-93.2007986
70,Missouri,2018-19,St Pius X,Berly,99,,,,,39.4177048,-92.438399
71,Missouri,2018-19,St Simon,St. Louis,99,,,,,38.5242465,-90.3469843
72,Missouri,2018-19,St Teresa's Academy,Kansas City,99,,,,,39.02586,-94.588971
73,Missouri,2018-19,St Theodore,Wentzville,99,,,,,38.85506,-90.864191
74,Missouri,2018-19,St. Mark,Saint Louis,99,,,,,38.534533,-90.305597
75,Missouri,2018-19,St.Joseph,Westphalia,99,,,,,38.4406234,-91.9967866
76,Missouri,2018-19,Ste Genevieve Du Bois Sch,St Louis,99,,,,,38.6104784,-90.3970947
77,Missouri,2018-19,Torah Prep,St Louis,99,,,,,38.660005,-90.337905
78,Missouri,2018-19,Trinity Lutheran,Jefferson City,99,,,,,38.566213,-92.186724
79,Missouri,2018-19,Villa Duchesne,St Louis,99,,,,,38.6439676,-90.4174519
80,Missouri,2018-19,Visitation Academy,St. Louis,99,,,,,38.6367193,-90.4417857
81,Missouri,2018-19,De Smet Jesuit High Sch,St Louis,98.9,,,,,38.6612003,-90.4456268
82,Missouri,2018-19,Hawthorn Leadership Schl Girls,St. Louis,98.9,,,,,38.6660596,-90.2599647
83,Missouri,2018-19,Immaculate Conception,Jefferson City,98.9,,,,,38.5651,-92.158691
84,Missouri,2018-19,Immaculate Conception,Old Nroe,98.9,,,,,38.9365928,-90.7795663
85,Missouri,2018-19,John Burroughs,St Louis,98.9,,,,,38.6439203,-90.3679056
86,Missouri,2018-19,St John La Lande,Blue Springs,98.9,,,,,39.02425,-94.273871
87,Missouri,2018-19,St Peters,Jefferson City,98.9,,,,,38.579455,-92.1755521
88,Missouri,2018-19,St. Francis Cabrini Academy,St Louis,98.9,,,,,38.6006223,-90.2294845
89,Missouri,2018-19,Nativity Bvm,Independence,98.8,,,,,39.0558317,-94.458874
90,Missouri,2018-19,St Alban Roe,Wildwood,98.8,,,,,38.597908,-90.641487
91,Missouri,2018-19,St Peter & Paul,Boonville,98.8,,,,,38.9752466,-92.7400696
92,Missouri,2018-19,St Stanislaus,Jefferson City,98.8,,,,,38.488246,-92.175873
93,Missouri,2018-19,Holy Infant,Ballwin,98.7,,,,,38.5842895,-90.5569572
94,Missouri,2018-19,St Francis Xavier,Saint Joseph,98.7,,,,,39.756745,-94.828118
95,Missouri,2018-19,St Margaret Mary Alacoque,St Louis,98.7,,,,,38.4867475,-90.3297668
96,Missouri,2018-19,Ursuline Academy,St. Louis,98.7,,,,,38.577535,-90.387858
97,Missouri,2018-19,Holy Spirit,Maryland Heights 63043,98.6,,,,,38.7340179,-90.4329842
98,Missouri,2018-19,Immaculate Conception,Dardenne Prairie,98.6,,,,,38.76775,-90.757631
99,Missouri,2018-19,St Brendans,Mexico,98.6,,,,,39.1668943,-91.8848313
100,Missouri,2018-19,St Vincent Elementary,Charleston,98.6,,,,,37.7258364,-89.8764773
101,Missouri,2018-19,The Barstow,Kansas City,98.6,,,,,38.918111,-94.6051749
102,Missouri,2018-19,Academy Of The Sacred Heart Sc,St. Charles,98.5,,,,,38.7866299,-90.4817194
103,Missouri,2018-19,Amazonia Elementary,Amazonia,98.5,,,,,39.8924835,-94.893796
104,Missouri,2018-19,Immanuel Lutheran Day,Olivette,98.5,,,,,38.673803,-90.391264
105,Missouri,2018-19,Sacred Heart Schl-Florissant,Florissant,98.5,,,,,38.7948001,-90.3272305
106,Missouri,2018-19,St Clare Of Assisi,Ellisville,98.5,,,,,38.6049735,-90.574491
107,Missouri,2018-19,St Marys,Joplin,98.5,,,,,37.076869,-94.517191
108,Missouri,2018-19,St Pauls Lutheran Elementary,Concordia,98.5,,,,,38.9852079,-93.5677135
109,Missouri,2018-19,Green Park Lutheran Sch,St Louis,98.4,,,,,38.5273399,-90.3145058
110,Missouri,2018-19,Our Lady Of Lourdes,Columbia,98.4,,,,,38.9638375,-92.3689164
111,Missouri,2018-19,Heartland Christian,Belton,98.3,,,,,38.80066,-94.533131
112,Missouri,2018-19,St Francis Xavier,Jefferson City,98.3,,,,,38.507704,-92.0696497
113,Missouri,2018-19,Assumption Catholic Sch,Ofallon,98.2,,,,,38.8134645,-90.7016126
114,Missouri,2018-19,Father Tolton Catholic High Sc,Columbia,98.2,,,,,38.8929734,-92.2898968
115,Missouri,2018-19,Little Flower,St Louis,98.2,,,,,38.630789,-90.327729
116,Missouri,2018-19,Oakhill Day,Gladstone,98.2,,,,,39.222448,-94.573218
117,Missouri,2018-19,Our Lady Of The Pillar,St Louis,98.2,,,,,38.6513609,-90.4068953
118,Missouri,2018-19,St Paul's Episcopal Day,Kansas City,98.2,,,,,39.052415,-94.5859815
119,Missouri,2018-19,St Peters,Kansas City,98.2,,,,,39.010912,-94.578451
120,Missouri,2018-19,Christ Comm Lutheran Sch,Webster Groves,98.1,,,,,38.564769,-90.3641944
121,Missouri,2018-19,Holy Family Cath,Hannibal,98.1,,,,,39.7049872,-91.3662023
122,Missouri,2018-19,Our Lady Of Presentation,Lees Summit,98.1,,,,,38.9158992,-94.4045869
123,Missouri,2018-19,Salem Lutheran,Affton,98.1,,,,,38.559287,-90.304789
124,Missouri,2018-19,St Joseph Catholic Elem,Imperial,98.1,,,,,38.368125,-90.390549
125,Missouri,2018-19,St Pauls Lutheran,St. Louis,98.1,,,,,38.6045637,-90.4433328
126,Missouri,2018-19,Westminster Christian Academy,Town And Country,98.1,,,,,38.637721,-90.503431
127,Missouri,2018-19,Andrews Academy - Creve Coeur Campus,Creve Coeur,98,,,,,38.6712909,-90.469163
128,Missouri,2018-19,Barat Academy,Chesterfield,98,,,,,38.65438,-90.643551
129,Missouri,2018-19,Blossom Wood Day,Hazelwood,98,,,,,38.7938628,-90.3707273
130,Missouri,2018-19,Chesterfield Day,Saint Louis,98,,,,,38.6543485,-90.5222178
131,Missouri,2018-19,Christ Academygreater St. Louis,St. Louis,98,,,,,38.6523346,-90.2448047
132,Missouri,2018-19,Epstein Hebrew Academy,St. Louis,98,,,,,38.6802545,-90.3934515
133,Missouri,2018-19,Holy Rosary,Clinton,98,,,,,38.3640395,-93.7704944
134,Missouri,2018-19,Immaculate Conception,Union,98,,,,,38.446601,-91.009237
135,Missouri,2018-19,Immanuel Lutheran,Jefferson City,98,,,,,38.46144,-92.243511
136,Missouri,2018-19,Immanuel Lutheran,Lockwood,98,,,,,37.39016,-93.956061
137,Missouri,2018-19,Loyola Academy,St Louis,98,,,,,38.642002,-90.236649
138,Missouri,2018-19,Mary Immaculate Elementary,Kirksville,98,,,,,40.194345,-92.576432
139,Missouri,2018-19,Missouri Torah Institute,Chesterfield,98,,,,,38.63996,-90.571241
140,Missouri,2018-19,Our Lady Of Snows,Eugene,98,,,,,38.3058833,-92.3564063
141,Missouri,2018-19,Our Lady Queen Of Peace,House Springs,98,,,,,38.406469,-90.5874485
142,Missouri,2018-19,Rainbow Center For Commun,Blue Springs,98,,,,,39.0278471,-94.3034351
143,Missouri,2018-19,Rohan Woods,St Louis,98,,,,,38.6057123,-90.3902778
144,Missouri,2018-19,Sacred Heart Kdg-Florissant,Florissant,98,,,,,38.7948992,-90.3260769
145,Missouri,2018-19,St Anthony,Sullivan,98,,,,,38.2141118,-91.1616748
146,Missouri,2018-19,St Clement,Bowling Green,98,,,,,39.281753,-91.209701
147,Missouri,2018-19,St Cletus,St Charles,98,,,,,38.8022345,-90.5363023
148,Missouri,2018-19,St Denis,Benton,98,,,,,37.098669,-89.56304
149,Missouri,2018-19,St Eustachius,Portageville,98,,,,,36.427719,-89.7046462
150,Missouri,2018-19,St Gabriel,Kansas City,98,,,,,39.18173,-94.533141
151,Missouri,2018-19,St Johns Lutheran,Hannibal,98,,,,,39.70271,-91.369241
152,Missouri,2018-19,St Joseph,Pilot Grove,98,,,,,38.8720801,-92.9117472
153,Missouri,2018-19,St Paul Lutheran,St. Joseph,98,,,,,39.780389,-94.7841031
154,Missouri,2018-19,St Thomas The Apostle Sch,St Thomas,98,,,,,38.366827,-92.217555
155,Missouri,2018-19,St Vincent,Marthasville,98,,,,,38.591996,-90.9840307
156,Missouri,2018-19,Thomas Jefferson,St. Louis,98,,,,,38.5398658,-90.3955491
157,Missouri,2018-19,Trinity Lutheran,Cape Girardeau,98,,,,,37.30566,-89.530571
158,Missouri,2018-19,Trinity Lutheran,Alma,98,,,,,39.098283,-93.54649
159,Missouri,2018-19,United In Christ Lutheran Schl,Frohna,98,,,,,37.6432277,-89.6185898
160,Missouri,2018-19,Visitation,Vienna,98,,,,,38.1869474,-91.9476714
161,Missouri,2018-19,Visitation,Kansas City,97.9,,,,,39.03368,-94.588871
162,Missouri,2018-19,Whitfield,St Louis,97.9,,,,,38.6538279,-90.4817044
163,Missouri,2018-19,Word Of Life Lutheran Sch,St. Louis,97.9,,,,,38.5828705,-90.3059145
164,Missouri,2018-19,Messiah Lutheran,St Charles,97.8,,,,,38.7181244,-90.6760829
165,Missouri,2018-19,St Vincent Depaul Schools,Perryville,97.8,,,,,37.7234056,-89.8747976
166,Missouri,2018-19,Forsyth,St Louis,97.7,,,,,38.6451942,-90.3027827
167,Missouri,2018-19,Sacred Heart Schl-Troy,Troy,97.7,,,,,38.9803455,-90.9616152
168,Missouri,2018-19,St James,Liberty,97.7,,,,,39.2407007,-94.4551553
169,Missouri,2018-19,Valle Schools,Ste Genevieve,97.7,,,,,37.9802137,-90.0475106
170,Missouri,2018-19,Columbia Independent,Columbia,97.6,,,,,38.97351,-92.371701
171,Missouri,2018-19,Holy Rosary,Warrenton,97.6,,,,,38.81176,-91.136961
172,Missouri,2018-19,Kansas City Neighborhood Academy,Kansas City,97.6,,,,,39.0818883,-94.5631138
173,Missouri,2018-19,Miami Elementary,Amoret,97.6,,,,,38.335485,-94.5327367
174,Missouri,2018-19,Wilson,Clayton,97.6,,,,,38.6416867,-90.306848
175,Missouri,2018-19,Ascension Sc Chesterfield,Chesterfield,97.5,,,,,38.6623036,-90.5790406
176,Missouri,2018-19,St Monica,St. Louis,97.5,,,,,38.6711252,-90.4512861
177,Missouri,2018-19,Thomas Jefferson Indep Day Sch,Joplin,97.5,,,,,37.0995136,-94.4703197
178,Missouri,2018-19,Bishop Leblond,St. Joseph,97.4,,,,,39.7776366,-94.8074381
179,Missouri,2018-19,Missouri Military Academy,Mexico,97.4,,,,,39.17198,-91.867824
180,Missouri,2018-19,New Life Christian,Bridgeton,97.4,,,,,38.7396182,-90.4114801
181,Missouri,2018-19,St George,Linn,97.4,,,,,38.484256,-91.849147
182,Missouri,2018-19,Polk County Christian,Bolivar,97.3,,,,,37.598669,-93.434636
183,Missouri,2018-19,St Justin The Martyr Sch,St Louis,97.3,,,,,38.5439672,-90.3917032
184,Missouri,2018-19,St Thomas More,Kansas City,97.3,,,,,38.9125,-94.585571
185,Missouri,2018-19,Greater Circle Of St James,St James,97.2,,,,,37.995694,-91.6116186
186,Missouri,2018-19,Immanuel Lutheran,St. Charles,97.2,,,,,38.783208,-90.489248
187,Missouri,2018-19,St Stephen Protomartyr Sc,St Louis,97.2,,,,,38.569498,-90.2632481
188,Missouri,2018-19,Abiding Savior Lutheran,St Louis,97.1,,,,,38.4863727,-90.3599122
189,Missouri,2018-19,Immaculate Conception,Macon,97.1,,,,,39.741585,-92.471684
190,Missouri,2018-19,First Baptist,Poplar Bluff,97,,,,,36.761596,-90.409716
191,Missouri,2018-19,St Agnes,Bloomsdale,97,,,,,38.0072045,-90.2214333
192,Missouri,2018-19,St Josephs,Wentzville,97,,,,,38.8439403,-90.7958468
193,Missouri,2018-19,St Therese,Parkville,97,,,,,39.2187849,-94.6642756
194,Missouri,2018-19,Churchill,Town And Country,96.8,,,,,38.6305973,-90.4520531
195,Missouri,2018-19,River Oak Christian Academy,Jefferson City,96.8,,,,,38.57088,-92.239361
196,Missouri,2018-19,Miriam,St. Louis,96.7,,,,,38.600744,-90.36949
197,Missouri,2018-19,Notre Dame De Sion Elementary,Kansas City,96.7,,,,,38.9352177,-94.5957129
198,Missouri,2018-19,Calvary Lutheran School - Wornall Campus,Kansas City,96.6,,,,,38.9029033,-94.5918132
199,Missouri,2018-19,Neosho Christian,Neosho,96.6,,,,,36.857648,-94.3823314
200,Missouri,2018-19,North County Christian,Florissant,96.6,,,,,38.77633,-90.324021
201,Missouri,2018-19,St Josephs,Jefferson City,96.6,,,,,38.5923131,-92.2111433
202,Missouri,2018-19,St Peters,Fulton,96.6,,,,,38.8613979,-91.9351601
203,Missouri,2018-19,St Ambrose,Chaffee,96.5,,,,,37.178449,-89.661459
204,Missouri,2018-19,St Patricks,Kansas City,96.5,,,,,39.1700698,-94.5617805
205,Missouri,2018-19,Calo Academy,Lake Ozark,96.4,,,,,38.203149,-92.738621
206,Missouri,2018-19,Immanuel Lutheran,Washington,96.4,,,,,38.5568221,-91.01533
207,Missouri,2018-19,St Teresa,Campbell,96.4,,,,,36.581993,-90.153675
208,Missouri,2018-19,The Christian Academy,Sikeston,96.4,,,,,36.8741,-89.587921
209,Missouri,2018-19,Christ Light Of The Nation S,St. Louis,96.3,,,,,38.7850051,-90.220731
210,Missouri,2018-19,Kipp: Endeavor Academy,Kansas City,96.3,,,,,39.091598,-94.550778
211,Missouri,2018-19,St Paul Lutheran,Jackson,96.3,,,,,37.3810844,-89.6696498
212,Missouri,2018-19,College Heights Christian Scho,Joplin,96.2,,,,,37.0989962,-94.4530027
213,Missouri,2018-19,Holy Family,Freeburg,96.2,,,,,38.31485,-91.924941
214,Missouri,2018-19,Zion Lutheran,St. Charles,96.2,,,,,38.74225,-90.584904
215,Missouri,2018-19,Westwood Baptist Academy,Poplar Bluff,96.1,,,,,36.79906,-90.444011
216,Missouri,2018-19,Clinton Christian Academy,Clinton,96,,,,,38.368318,-93.806229
217,Missouri,2018-19,Grace Chapel Lutheran Sch,St Louis,96,,,,,38.7516598,-90.2386007
218,Missouri,2018-19,St Ambrose,St Louis,96,,,,,38.6154517,-90.2715452
219,Missouri,2018-19,St Augustines,Kelso,96,,,,,37.1897779,-89.5500423
220,Missouri,2018-19,St Eliz St Robert Cath Sc,St. Charles,96,,,,,38.7779569,-90.5412321
221,Missouri,2018-19,St Josephs,Springfield,96,,,,,37.2202295,-93.2949686
222,Missouri,2018-19,Saul Mirowitz Jewish Comm Schl,Saint Louis,95.9,,,,,38.6503921,-90.4767741
223,Missouri,2018-19,Holy Rosary,Nroe City,95.7,,,,,39.6491508,-91.7359059
224,Missouri,2018-19,First Baptist Christian,O'Fallon,95.6,,,,,38.7981042,-90.7032912
225,Missouri,2018-19,Faith Lutheran,Kirksville,95.2,,,,,40.17941,-92.573101
226,Missouri,2018-19,South City Catholic Academy,Saint Louis,95.2,,,,,38.5969643,-90.291845
227,Missouri,2018-19,Christ King,St. Louis,95.1,,,,,38.6634262,-90.326093
228,Missouri,2018-19,First Baptist Christian Acad,Troy,95.1,,,,,38.9513071,-90.9691677
229,Missouri,2018-19,Martin Luther,Joplin,95.1,,,,,37.0607051,-94.495724
230,Missouri,2018-19,St Joseph Christian,Saint Joseph,95.1,,,,,39.79286,-94.7702
231,Missouri,2018-19,Academy At St. Sabina,Florissant,95,,,,,38.81504,-90.344301
232,Missouri,2018-19,Agape Child Development,St Louis,95,,,,,38.6702344,-90.3297369
233,Missouri,2018-19,Al-Manara Academy,Manchester,95,,,,,38.5684606,-90.5081643
234,Missouri,2018-19,Bais Yaakov Of St Louis,St. Louis,95,,,,,38.5172928,-90.2815005
235,Missouri,2018-19,Bambini Creativi,Kansas City,95,,,,,38.883343,-94.590737
236,Missouri,2018-19,Cedar Bend Mennonite,Baring,95,,,,,40.2442046,-92.2057395
237,Missouri,2018-19,Central Institute For The Deaf,St. Louis,95,,,,,38.6328964,-90.2627762
238,Missouri,2018-19,Faith Academy,Kansas City,95,,,,,39.1713535,-94.4974367
239,Missouri,2018-19,Great Circle - Columbia,Columbia,95,,,,,38.9013533,-92.3041898
240,Missouri,2018-19,Hillcrest Seventh-Day Adventist Elementary,Olivette,95,,,,,38.678392,-90.394353
241,Missouri,2018-19,Holy Cross,Cuba,95,,,,,38.0641758,-91.406208
242,Missouri,2018-19,Immaculate Conception,New Madrid,95,,,,,36.5877534,-89.5287887
243,Missouri,2018-19,Immanuel Lutheran,Rosebud,95,,,,,38.3875,-91.401725
