index,state,year,name,county,enroll,mmr,xmed,lat,lng
1,Montana,2017-18,Acadia Montana,Silver Bow,64,100,0,46.0133825,-112.5459677
2,Montana,2017-18,Anna Jeffries Elementary,Glacier,105,100,0,48.640888,-112.329465
3,Montana,2017-18,Ashland,Rosebud,75,100,0,45.594903,-106.271119
4,Montana,2017-18,Atonement Lutheran Preschool,Yellowstone,26,100,0,45.8154276,-108.473913
5,Montana,2017-18,Big Stone,Cascade,38,100,0,47.400636,-111.206524
6,Montana,2017-18,Blackfeet Early Childhood Cntr,Glacier,76,100,0,48.637319,-112.341296
7,Montana,2017-18,Child Start Head Start,Missoula,318,100,0,46.7716769,-113.714381
8,Montana,2017-18,Crow Agency,Big Horn,315,100,0,45.605624,-107.458672
9,Montana,2017-18,Dodson Schools Prek-12,Phillips,82,100,0,48.3505689,-107.8709175
10,Montana,2017-18,Eastern Montana Head Start,Dawson,40,100,0,47.1003625,-104.7090464
11,Montana,2017-18,Ekalaka Elementary,Carter,63,100,0,45.88833,-104.550104
12,Montana,2017-18,Explorers Academy Head Start Inc,Yellowstone,359,100,0,45.7847389,-108.6398726
13,Montana,2017-18,First Lutheran Preschool,Valley,40,100,0,48.1918271,-106.6279399
14,Montana,2017-18,Forsyth Elementary,Rosebud,167,100,0,46.271005,-106.667591
15,Montana,2017-18,Fort Smith,Big Horn,37,100,0,45.308113,-107.932308
16,Montana,2017-18,Gardiner 7-8,Park,25,100,0,45.031772,-110.711217
17,Montana,2017-18,Garfield,Custer,239,100,0,46.416745,-105.847221
18,Montana,2017-18,Geraldine Schools K-12,Chouteau,58,100,0,48.0310782,-111.3230342
19,Montana,2017-18,Geyser Schools Prek-12,Judith Basin,37,100,0,47.1535215,-110.2185163
20,Montana,2017-18,Growing Kids Preschool,Missoula,29,100,0,46.8929391,-114.0570437
21,Montana,2017-18,Hardin Intermediate,Big Horn,354,100,0,45.73376,-107.616338
22,Montana,2017-18,Head Start Lewistown,Fergus,81,100,0,47.0546932,-109.6382428
23,Montana,2017-18,Headwaters Academy,Gallatin,38,100,0,45.66684,-111.043351
24,Montana,2017-18,Hinsdale Schools Prek-12,Valley,71,100,0,48.3949594,-107.0867201
25,Montana,2017-18,Hysham Schools,Treasure,45,100,0,48.0580947,-106.0469106
26,Montana,2017-18,Intermountain Childrens Home,Lewis and Clark,37,100,0,46.6190248,-112.0227321
27,Montana,2017-18,Judith Gap Schools Prek-12,Wheatland,39,100,0,45.7705133,-108.6099095
28,Montana,2017-18,Kindergarten Readiness Center,Big Horn,59,100,0,45.5700984,-107.4324314
29,Montana,2017-18,Kinsey,Custer,56,100,3.571428571,46.57043,-105.65654
30,Montana,2017-18,Liberty Elementary,Liberty,20,100,0,48.700082,-111.199843
31,Montana,2017-18,Longfellow,Fallon,141,100,0,46.360456,-104.277847
32,Montana,2017-18,Martinsdale Colony,Meagher,38,100,0,46.5449644,-110.9037263
33,Montana,2017-18,Melstone Schools K-12,Musselshell,78,100,0,45.3950416,-110.6720402
34,Montana,2017-18,Miss Debbie's Preschool,Lake,20,100,0,47.6756907,-114.150019
35,Montana,2017-18,Mission Grade,Blaine,82,100,0,47.9753854,-108.6769312
36,Montana,2017-18,Morin,Yellowstone,45,100,0,45.637758,-108.401403
37,Montana,2017-18,Mountain View Elementary,Glacier,20,100,0,48.702875,-112.591387
38,Montana,2017-18,Mrs. Olson's Preschool House,Glacier,24,100,0,48.4400448,-113.2178514
39,Montana,2017-18,New Rockport Colony,Teton,37,100,0,47.8685542,-112.030096
40,Montana,2017-18,Newman,Yellowstone,226,100,0.4424778761,45.758707,-108.535074
41,Montana,2017-18,North Star,Hill,93,100,0,48.572104,-110.301379
42,Montana,2017-18,Northwest Montana Head Start,Flathead,192,100,0,48.2027171,-114.3031097
43,Montana,2017-18,Opheim Schools Prek-12,Valley,34,100,0,46.4400643,-109.830026
44,Montana,2017-18,Our Redemers Preschool,Lewis and Clark,33,100,0,46.6253309,-112.0431854
45,Montana,2017-18,Pioneer,Yellowstone,49,100,0,45.856444,-108.41517
46,Montana,2017-18,Pleasant Valley,Cascade,26,100,0,47.389417,-110.928014
47,Montana,2017-18,Plevna Schools K-12,Fallon,85,100,0,47.2126745,-109.4141
48,Montana,2017-18,Power Schools Prek-12,Teton,116,100,0,48.204173,-114.3205991
49,Montana,2017-18,Project For Alternative Learning,Lewis and Clark,62,100,0,46.5952399,-112.0359673
50,Montana,2017-18,Reichle,Beaverhead,22,100,0,45.461703,-112.706595
51,Montana,2017-18,Rosebud Schools Prek-12,Rosebud,31,100,0,47.3163882,-114.3145961
52,Montana,2017-18,Sourdough Montessori,Gallatin,46,100,0,45.8965651,-111.5488759
53,Montana,2017-18,St Paul Mission,Blaine,82,100,0,48.5855549,-109.0309988
54,Montana,2017-18,Superior Elementary,Mineral,165,100,0,47.186978,-114.878442
55,Montana,2017-18,Trinity Lutheran Preschool,Teton,36,100,0,48.5471,-111.341
56,Montana,2017-18,Trinity Lutheran,Custer,43,100,0,48.7916974,-105.415729
57,Montana,2017-18,Two Eagle River School K-12,Lake,120,100,0,48.5089066,-110.9650918
58,Montana,2017-18,"University Congregation Children""S Center",Missoula,53,100,0,46.7596456,-114.2523362
59,Montana,2017-18,Valier Prek-8,Pondera,78,100,0,45.4476528,-105.4051159
60,Montana,2017-18,Woodman School Prek-8,Missoula,35,100,0,46.4477219,-108.5453857
61,Montana,2017-18,West Elementary,Silver Bow,480,99.79,0.625,46.005496,-112.551959
62,Montana,2017-18,Riverview,Cascade,464,99.78,0,47.523939,-111.314737
63,Montana,2017-18,Alkali Creek,Yellowstone,335,99.7,0,45.811405,-108.505718
64,Montana,2017-18,Poplar Schools Prek-12,Roosevelt,930,99.68,0,45.595,-106.2714032
65,Montana,2017-18,Park City Schools Prek-12,Stillwater,305,99.67,0,45.7058105,-109.5482735
66,Montana,2017-18,Longfellow,Cascade,285,99.65,0,47.498209,-111.288606
67,Montana,2017-18,Rocky Boy Schools Prek-12,Hill,569,99.65,0,48.5400412,-109.6760928
68,Montana,2017-18,Southside,Roosevelt,280,99.64,0,48.087595,-105.644211
69,Montana,2017-18,Hardin Primary,Big Horn,277,99.64,0,45.730897,-107.611486
70,Montana,2017-18,Heck/Quaw Elementary,Gallatin,452,99.56,0,45.779472,-111.173186
71,Montana,2017-18,Loy,Cascade,406,99.51,0,47.510951,-111.214286
72,Montana,2017-18,Holy Spirit Catholic,Cascade,202,99.5,0.9900990099,47.50484,-111.257791
73,Montana,2017-18,Centerville Schools K-12,Cascade,201,99.5,0,47.3902681,-111.1417822
74,Montana,2017-18,Beartooth,Yellowstone,383,99.48,0,45.831836,-108.451947
75,Montana,2017-18,Lewis & Clark,Fergus,189,99.47,0,47.054551,-109.426591
76,Montana,2017-18,Margaret Leary,Silver Bow,372,99.46,1.344086022,45.961258,-112.521368
77,Montana,2017-18,Northside,Roosevelt,178,99.44,0.5617977528,48.096789,-105.642356
78,Montana,2017-18,Fred Moodry 3-8,Deer Lodge,499,99.4,0,46.3575336,-104.2759936
79,Montana,2017-18,Browning Elementary,Glacier,324,99.38,0,48.554431,-113.014813
80,Montana,2017-18,Lame Deer,Rosebud,323,99.38,0,45.620261,-106.669871
81,Montana,2017-18,Vaughn Schools Prek-8,Cascade,159,99.37,0,47.2719061,-111.7053151
82,Montana,2017-18,West Elementary,Cascade,466,99.36,0.2145922747,47.509236,-111.3328
83,Montana,2017-18,Boulder,Yellowstone,435,99.31,0.4597701149,45.792002,-108.596619
84,Montana,2017-18,Central Heights,Yellowstone,271,99.26,0.36900369,45.767208,-108.573622
85,Montana,2017-18,Pine Butte Elementary Prek-8,Rosebud,256,99.22,0.390625,45.6057546,-106.2822352
86,Montana,2017-18,St Ignatius School 6-12,Lake,255,99.22,0,47.6315169,-114.2843836
87,Montana,2017-18,Kennedy,Silver Bow,252,99.21,0,46.020397,-112.553516
88,Montana,2017-18,Malta 6-12,Phillips,246,99.19,0.8130081301,48.4598344,-107.3451639
89,Montana,2017-18,Sheridan Prek-8,Madison,119,99.16,1.680672269,47.416417,-105.588264
90,Montana,2017-18,H C Davis Elementary,Glacier,236,99.15,0,48.634094,-112.330616
91,Montana,2017-18,Harlem Elementary,Blaine,347,99.14,0,48.530424,-108.78854
92,Montana,2017-18,Bryant,Lewis and Clark,228,99.12,0,46.596909,-112.01353
93,Montana,2017-18,Froid Schools Prek-12,Roosevelt,114,99.12,0,47.5078521,-111.2634841
94,Montana,2017-18,Fromberg Schools K-12,Carbon,112,99.11,0,45.2846551,-109.4249183
95,Montana,2017-18,Washington 7-8,Custer,224,99.11,0,46.41024,-105.848218
96,Montana,2017-18,Sunnyside,Cascade,438,99.09,0,47.485728,-111.275867
97,Montana,2017-18,Emerson,Silver Bow,428,99.07,0.7009345794,45.994488,-112.515738
98,Montana,2017-18,Smith,Lewis and Clark,318,99.06,0.3144654088,46.586803,-111.998472
99,Montana,2017-18,Winifred Schools K-12,Fergus,106,99.06,0,48.369209,-114.458282
100,Montana,2017-18,Whittier,Silver Bow,422,99.05,1.184834123,45.988828,-112.495649
101,Montana,2017-18,Frenchtown 7-8,Missoula,204,99.02,0.4901960784,47.021655,-114.242095
102,Montana,2017-18,Irle Elementary,Valley,402,99,0.2487562189,48.20463,-106.636675
103,Montana,2017-18,Desmet School Prek-8,Missoula,100,99,0,46.8600132,-114.0270781
104,Montana,2017-18,Lame Deer 7-8,Rosebud,98,98.98,0,45.590116,-106.656212
105,Montana,2017-18,Four Georgians,Lewis and Clark,483,98.96,0.2070393375,46.615828,-112.034744
106,Montana,2017-18,Head Start Libby,Lincoln,96,98.96,0,48.3844802,-115.5718373
107,Montana,2017-18,K W Bergan School Prek-6,Glacier,671,98.96,0,47.570392,-114.120305
108,Montana,2017-18,Russell,Missoula,380,98.95,0,46.840971,-114.017378
109,Montana,2017-18,Let Me Shine Preschool,Custer,94,98.94,0,46.4085339,-105.821128
110,Montana,2017-18,Cascade Schools Prek-12,Cascade,278,98.92,0,47.5023972,-111.2193592
111,Montana,2017-18,Rossiter,Lewis and Clark,461,98.92,0.4338394794,46.659999,-112.014103
112,Montana,2017-18,Lincoln-Mckinley,Hill,273,98.9,0,48.550215,-109.6703
113,Montana,2017-18,West Yellowstone Schools Prek-12,Gallatin,268,98.88,0.3731343284,45.8245857,-111.6455368
114,Montana,2017-18,Charlo Schools Prek-12,Lake,264,98.86,0.3787878788,47.8657146,-114.2798351
115,Montana,2017-18,Arrowhead,Yellowstone,434,98.85,0.4608294931,45.795231,-108.612412
116,Montana,2017-18,Elysian School Prek-8,Yellowstone,345,98.84,0.2898550725,45.6749491,-108.7662357
117,Montana,2017-18,Broadwater Schools K-12,Broadwater,689,98.84,0.145137881,45.1000659,-109.0302982
118,Montana,2017-18,Montana Academy,Flathead,86,98.84,0,48.104855,-114.878597
119,Montana,2017-18,Plentywood School Prek-12,Sheridan,337,98.81,0,45.9330197,-112.5114966
120,Montana,2017-18,Lockwood Schools Prek-8,Yellowstone,1155,98.79,0,45.7603009,-108.5247769
121,Montana,2017-18,West Side Elementary Prek-3,Richland,323,98.76,0.3095975232,48.1515899,-104.9146336
122,Montana,2017-18,Kw-Vc Elementary,Glacier,161,98.76,0,48.55447,-113.016415
123,Montana,2017-18,Ramsay School Prek-8,Silver Bow,161,98.76,0,45.9888247,-112.4955737
124,Montana,2017-18,Big Timber School Prek-8,Sweet Grass,317,98.74,0,45.7860494,-109.7896289
125,Montana,2017-18,Lewistown 7-8,Fergus,158,98.73,0.6329113924,47.061056,-109.433372
126,Montana,2017-18,Wibaux Elementary,Wibaux,79,98.73,0,46.989599,-104.192397
127,Montana,2017-18,Bench,Yellowstone,389,98.71,0.5141388175,45.815412,-108.473705
128,Montana,2017-18,Pretty Eagle Catholic,Big Horn,154,98.7,0,45.1232,-106.7414
129,Montana,2017-18,Frazer Schools Prek-12,Valley,150,98.67,0,48.0580983,-106.0490993
130,Montana,2017-18,Lincoln,Dawson,300,98.67,0,47.100248,-104.708853
131,Montana,2017-18,De La Salle Blackfeet,Glacier,73,98.63,0,48.55673,-113.015741
132,Montana,2017-18,South Elementary,Yellowstone,145,98.62,0,44.6556954,-111.103642
133,Montana,2017-18,Grass Range Schools K-12,Fergus,72,98.61,1.388888889,47.0694095,-109.4403979
134,Montana,2017-18,Sacred Heart K-8,Custer,143,98.6,0,46.4125611,-105.8441921
135,Montana,2017-18,Bridger K-8,Carbon,142,98.59,0,45.487416,-108.975305
136,Montana,2017-18,Scobey Schools K-12,Daniels,283,98.59,0,47.4128931,-104.9209759
137,Montana,2017-18,Action For Eastern Mt Head Start,Custer,70,98.57,1.428571429,46.4167069,-105.8472579
138,Montana,2017-18,Jim Darcy,Lewis and Clark,420,98.57,0.4761904762,46.70491,-112.02522
139,Montana,2017-18,First Lutheran Preschool,Hill,68,98.53,0,48.5500773,-109.6704126
140,Montana,2017-18,Sandstone,Yellowstone,403,98.51,0.4962779156,45.824446,-108.497098
141,Montana,2017-18,Sunnyside,Hill,266,98.5,0.3759398496,48.540075,-109.676221
142,Montana,2017-18,Elder Grove School Prek-8,Yellowstone,597,98.49,0.3350083752,45.7923387,-108.4988382
143,Montana,2017-18,Mckinley,Yellowstone,263,98.48,0,45.786545,-108.516491
144,Montana,2017-18,Warren,Lewis and Clark,324,98.46,0,46.634995,-111.953126
145,Montana,2017-18,Blue Creek,Yellowstone,192,98.44,0,45.701384,-108.506549
146,Montana,2017-18,West,Yellowstone,320,98.44,0.3125,45.673964,-108.782447
147,Montana,2017-18,Longfellow,Gallatin,318,98.43,0,45.672913,-111.036865
148,Montana,2017-18,Lincoln,Custer,254,98.43,0,46.405759,-105.837657
149,Montana,2017-18,Morning Star,Gallatin,500,98.4,0.2,45.651755,-111.048626
150,Montana,2017-18,Lincoln,Fallon,123,98.37,0.8130081301,46.357617,-104.275928
151,Montana,2017-18,Rapelje Schools Prek-12,Stillwater,61,98.36,0,45.8277527,-109.9560749
152,Montana,2017-18,Westby School Prek-12,Sheridan,61,98.36,0,46.01207,-112.5411249
153,Montana,2017-18,Northern Mt Head Start,Hill,121,98.35,0,48.5493669,-109.673456
154,Montana,2017-18,Lewis & Clark,Cascade,421,98.34,0.7125890736,47.504022,-111.240678
155,Montana,2017-18,Radley Elementary,Lewis and Clark,540,98.33,0,46.592848,-111.917072
156,Montana,2017-18,Morningside,Cascade,297,98.32,0,47.513132,-111.235316
157,Montana,2017-18,Ryegate Schools Prek-12,Golden Valley,58,98.28,0,46.5857965,-113.1978954
158,Montana,2017-18,Central,Lewis and Clark,231,98.27,0.4329004329,46.604319,-112.017812
159,Montana,2017-18,Poly Drive,Yellowstone,341,98.24,0.8797653959,45.794412,-108.576721
160,Montana,2017-18,Lolo Schools Prek-8,Missoula,568,98.24,0.3521126761,46.862191,-114.002201
161,Montana,2017-18,Saddle Peak Elementary,Gallatin,450,98.22,0,45.786574,-111.184074
162,Montana,2017-18,Highland Park,Fergus,280,98.21,0,47.069646,-109.440757
163,Montana,2017-18,Highland Park,Hill,278,98.2,0.3597122302,48.541153,-109.699119
164,Montana,2017-18,Hyalite Elementary,Gallatin,437,98.17,0.6864988558,45.677594,-111.087167
165,Montana,2017-18,Columbus School 6-12,Stillwater,377,98.14,0.2652519894,45.8615259,-108.9296883
166,Montana,2017-18,Dutton/Brady Schools Prek-12,Teton,107,98.13,0,47.5675182,-112.2794198
167,Montana,2017-18,Jefferson,Custer,107,98.13,0,46.409916,-105.832423
168,Montana,2017-18,Eagle Cliffs Elementary,Yellowstone,374,98.13,1.336898396,45.821053,-108.518786
169,Montana,2017-18,Grace Montessori Academy,Yellowstone,160,98.13,0,45.7847,-108.639471
170,Montana,2017-18,Napi,Glacier,425,98.12,0,48.554303,-113.012728
171,Montana,2017-18,Roosevelt,Cascade,317,98.11,0,47.507897,-111.26363
172,Montana,2017-18,Hobson Schools Prek-12,Judith Basin,103,98.06,0,47.329308,-112.204079
173,Montana,2017-18,Hawthorne,Gallatin,356,98.03,0,45.680973,-111.031478
174,Montana,2017-18,Mountain View,Carbon,203,98.03,0,45.183664,-109.24955
175,Montana,2017-18,Meadow Lark,Cascade,505,98.02,0.198019802,47.482623,-111.328456
176,Montana,2017-18,Huntley Project Elem K-6,Yellowstone,402,98.01,0.2487562189,45.959961,-108.166374
177,Montana,2017-18,Highland,Yellowstone,298,97.99,0,45.790175,-108.534844
178,Montana,2017-18,Canyon Creek School Prek-8,Yellowstone,243,97.94,0.4115226337,44.6660249,-111.1083905
179,Montana,2017-18,Meadowlark,Yellowstone,476,97.9,0,45.77283,-108.587585
180,Montana,2017-18,St Joseph,Missoula,238,97.9,0,46.86094,-114.005591
181,Montana,2017-18,Broadwater,Yellowstone,373,97.86,0,45.777532,-108.52654
182,Montana,2017-18,Creston,Flathead,93,97.85,0,48.189629,-114.138123
183,Montana,2017-18,Valley View,Cascade,368,97.83,0.5434782609,47.518326,-111.327352
184,Montana,2017-18,K William Harvey Elem,Lake,410,97.8,0,47.532097,-114.104462
185,Montana,2017-18,Potomac School Prek-8,Missoula,91,97.8,1.098901099,46.8410322,-114.0175335
186,Montana,2017-18,Chief Joseph,Cascade,316,97.78,0.3164556962,47.502404,-111.219458
187,Montana,2017-18,Kessler Elementary,Lewis and Clark,270,97.78,0,46.606733,-112.07373
188,Montana,2017-18,Chief Charlo,Missoula,445,97.75,0.4494382022,46.818772,-114.031204
189,Montana,2017-18,Fort Benton School Prek-6,Chouteau,173,97.69,0,47.584009,-110.7974195
190,Montana,2017-18,Pablo Elementary,Lake,216,97.69,0.462962963,47.601474,-114.116724
191,Montana,2017-18,Stanford And Surprise Creek Schools Prek-12,Judith Basin,129,97.67,0,47.4927251,-112.3922459
192,Montana,2017-18,Columbus Elem,Stillwater,343,97.67,0.2915451895,45.639582,-109.256972
193,Montana,2017-18,O D Speer School/ E F Duvall,Powell,427,97.66,0.2341920375,46.7913115,-105.3081888
194,Montana,2017-18,St Charles Mission,Big Horn,127,97.64,0,45.414479,-108.554964
195,Montana,2017-18,Independent,Yellowstone,296,97.64,0,45.851107,-108.46532
196,Montana,2017-18,Rose Park,Yellowstone,295,97.63,0,45.78845,-108.565022
197,Montana,2017-18,Bainville Schools Prek-12,Roosevelt,168,97.62,0,48.1478081,-104.5153088
198,Montana,2017-18,Lincoln,Cascade,420,97.62,0.2380952381,47.497455,-111.261481
199,Montana,2017-18,Broadwater,Lewis and Clark,251,97.61,0.3984063745,46.603039,-112.046063
200,Montana,2017-18,Big Sky Elementary,Yellowstone,412,97.57,0.2427184466,45.759301,-108.598714
201,Montana,2017-18,Hillcrest,Silver Bow,398,97.49,0.2512562814,45.983171,-112.485197
202,Montana,2017-18,Clinton,Missoula,159,97.48,1.886792453,46.772939,-113.713984
203,Montana,2017-18,Malta K-5,Phillips,238,97.48,1.680672269,48.352924,-107.869747
204,Montana,2017-18,Linderman,Lake,396,97.47,0,47.692026,-114.158214
205,Montana,2017-18,Hillcrest,Wheatland,118,97.46,1.694915254,46.440283,-109.830499
206,Montana,2017-18,Culbertson School Prek-12,Roosevelt,275,97.45,0,48.3359103,-104.4881273
207,Montana,2017-18,Jefferson,Lewis and Clark,273,97.44,0.3663003663,46.583979,-112.022649
208,Montana,2017-18,Sunburst Prek-8,Toole,117,97.44,0,48.8825196,-111.9120329
209,Montana,2017-18,Miles Avenue,Yellowstone,271,97.42,0,45.774554,-108.557016
210,Montana,2017-18,Irving,Gallatin,270,97.41,0,45.67301,-111.048533
211,Montana,2017-18,Jefferson,Dawson,268,97.39,0,47.108909,-104.748022
212,Montana,2017-18,Frenchtown Elementary,Missoula,490,97.35,0,47.011367,-114.226655
213,Montana,2017-18,Cold Springs,Missoula,489,97.34,0,46.829688,-114.04571
214,Montana,2017-18,Twin Bridges Schools Prek-12,Madison,225,97.33,0,45.5458196,-112.3337295
215,Montana,2017-18,Bitterroot,Yellowstone,372,97.31,0.5376344086,45.831426,-108.465273
216,Montana,2017-18,Butte Head Start Main Center,Silver Bow,186,97.31,0,45.7502038,-112.7547513
217,Montana,2017-18,Whitewater Schools Prek-12,Phillips,37,97.3,2.702702703,48.1936043,-112.4977943
218,Montana,2017-18,Lewis & Clark,Missoula,475,97.26,0.4210526316,46.844474,-114.003341
219,Montana,2017-18,Fairview Schools Prek-12,Richland,327,97.25,0.3058103976,47.8497935,-104.0504567
220,Montana,2017-18,Target Range School K-8,Missoula,577,97.23,1.039861352,46.8735599,-113.9901845
221,Montana,2017-18,Zoo School Preschool,Yellowstone,72,97.22,2.777777778,45.773038,-108.591998
222,Montana,2017-18,Terry Schools Prek-12,Prairie,143,97.2,0,46.2399198,-114.1488257
223,Montana,2017-18,Bonner School Prek-8,Missoula,353,97.17,1.416430595,46.833806,-114.033341
224,Montana,2017-18,Fred W Graff,Yellowstone,281,97.15,0.3558718861,45.67488,-108.766028
225,Montana,2017-18,Broadview School Prek-12,Yellowstone,140,97.14,0,45.7813482,-108.5714384
226,Montana,2017-18,Paxson,Missoula,455,97.14,0.2197802198,46.855612,-113.996875
227,Montana,2017-18,Ponderosa,Yellowstone,280,97.14,0,45.754358,-108.519398
228,Montana,2017-18,Monforton School Prek-8,Gallatin,524,97.14,0,45.65382,-110.954157
229,Montana,2017-18,Great Falls Parent Participation Preschool Co-Op,Cascade,34,97.06,0,47.5060375,-111.2684056
230,Montana,2017-18,Washington,Yellowstone,303,97.03,0,45.77167,-108.542746
231,Montana,2017-18,Hellgate Schools Prek-8,Missoula,1467,97,0.2044989775,46.8442519,-114.0033792
232,Montana,2017-18,Little Scholars,Valley,33,96.97,0,48.1354576,-106.3542045
233,Montana,2017-18,Reed Point Elementary,Stillwater,33,96.97,0,45.706845,-109.543774
234,Montana,2017-18,Fort Peck Tribal Headstart,Roosevelt,228,96.93,0,48.0919693,-105.5602292
235,Montana,2017-18,Melville,Sweet Grass,31,96.77,0,46.097057,-109.948079
236,Montana,2017-18,Meadowlark,Pondera,153,96.73,0,48.171154,-111.946902
237,Montana,2017-18,Edgerton,Flathead,611,96.73,0,48.229334,-114.310132
238,Montana,2017-18,Rau,Richland,61,96.72,0,47.665527,-104.145782
239,Montana,2017-18,Roundup Elementary,Musselshell,304,96.71,0,46.45297,-108.534905
240,Montana,2017-18,Sacajawea,Cascade,456,96.71,0.6578947368,47.532475,-111.298548
241,Montana,2017-18,Central Elementary,Richland,333,96.7,0,47.7131,-104.154811
242,Montana,2017-18,Tree House Learning Center,Lewis and Clark,30,96.67,0,46.6200598,-112.0344023
243,Montana,2017-18,Boulder Elementary School Prek-8,Jefferson,179,96.65,0.5586592179,46.4653175,-111.9903478
244,Montana,2017-18,Ridge View Elementary,Gallatin,447,96.64,0.2237136465,45.774267,-111.215487
245,Montana,2017-18,Garfield,Fergus,206,96.6,0,47.070898,-109.42189
246,Montana,2017-18,Three Forks Schools Prek-12,Gallatin,676,96.6,0.1479289941,45.6849583,-111.0445368
247,Montana,2017-18,Lowell,Missoula,293,96.59,0.3412969283,46.880374,-114.008625
248,Montana,2017-18,Hillcrest 7-8/Harlowton Hs/Head Start Harlowton,Wheatland,117,96.58,0,46.6794583,-109.75308
249,Montana,2017-18,Utterback 4-6,Pondera,117,96.58,3.418803419,48.171845,-111.948059
250,Montana,2017-18,Lima Schools K-12,Beaverhead,58,96.55,0,45.3435511,-113.1208714
251,Montana,2017-18,Mt Sch For Deaf & Blnd El,Cascade,29,96.55,0,47.505504,-111.239535
252,Montana,2017-18,Choteau,Teton,172,96.51,0.5813953488,47.810159,-112.189507
253,Montana,2017-18,Burlington,Yellowstone,228,96.49,1.315789474,45.781349,-108.571417
254,Montana,2017-18,Meadowlark,Blaine,196,96.43,0,48.589572,-109.235325
255,Montana,2017-18,Valley View,Lake,28,96.43,0,47.631507,-114.284416
256,Montana,2017-18,Florence-Carlton Schools Prek-12,Ravalli,799,96.37,1.752190238,46.566875,-113.9835596
257,Montana,2017-18,Lodge Grass Schools K-12,Big Horn,385,96.36,0,45.4624629,-107.7270474
258,Montana,2017-18,Fairfield Prek-12,Teton,301,96.35,0,47.6397268,-111.8611856
259,Montana,2017-18,Clark Fork,Missoula,82,96.34,0,46.88839,-113.966351
260,Montana,2017-18,F E Miley,Chouteau,82,96.34,0,48.173426,-110.112587
261,Montana,2017-18,Augusta Schools Prek-12,Lewis and Clark,108,96.3,0,47.4915996,-112.4003927
262,Montana,2017-18,Hill Top Colony,Cascade,27,96.3,0,47.38887,-111.096437
263,Montana,2017-18,Whittier,Cascade,239,96.23,0,47.508867,-111.293394
264,Montana,2017-18,Montana City School Prek-8,Jefferson,475,96.21,0,45.8749102,-112.0978189
265,Montana,2017-18,Medicine Lake Schools Prek-12,Sheridan,105,96.19,0,48.866275,-104.050644
266,Montana,2017-18,Apostle Lutheran,Yellowstone,26,96.15,0,45.8333631,-108.5226525
267,Montana,2017-18,Hawthorne,Missoula,409,96.09,0.2444987775,46.866483,-114.051849
268,Montana,2017-18,Kircher,Custer,51,96.08,0,46.447557,-105.781367
269,Montana,2017-18,East Side,Park,352,96.02,0,45.658649,-110.550563
270,Montana,2017-18,Stevensville K-12,Ravalli,1052,96.01,0.1901140684,46.2485573,-114.1625618
271,Montana,2017-18,Gallatin Gateway School K-8,Gallatin,150,96,0,45.734104,-111.0645029
272,Montana,2017-18,Highland Park,Custer,149,95.97,0,46.401427,-105.829777
273,Montana,2017-18,Lambert Schools Prek-12,Richland,124,95.97,0,47.66585,-104.1463246
274,Montana,2017-18,St Andrews School K-12,Lewis and Clark,198,95.96,0.5050505051,46.6003617,-112.0702477
275,Montana,2017-18,Savage Schools Prek-12,Richland,98,95.92,0,48.142243,-104.2202199
