index,state,year,name,county,mmr,lat,lng
517,Texas,2018-19,All Saints Episcopal School Lubbock,Lubbock,93.33,33.501555,-101.884553
518,Texas,2018-19,Christian Heritage,Gregg,93.33,32.588706,-94.7826383
519,Texas,2018-19,Fort Worth Academy,Tarrant,93.33,32.6740722,-97.3054185
520,Texas,2018-19,Joshua Christian Academy,Johnson,93.33,32.479485,-97.379116
521,Texas,2018-19,Most Holy Trinity Catholic Sch,El Paso,93.33,31.9008322,-106.4056513
522,Texas,2018-19,Pantego Christian Academy Mansfield,Tarrant,93.33,32.5990333,-97.1010871
523,Texas,2018-19,Primrose School Of Griffin Parc,Collin,93.33,33.174637,-96.848056
524,Texas,2018-19,Primrose School Of Preston Hollow,Dallas,93.33,32.8933492,-96.8052417
525,Texas,2018-19,Prince Of Peace Christian School Carroll,Dallas,93.33,33.0198402,-96.8418314
526,Texas,2018-19,Texas Christian,Harris,93.33,32.7080667,-97.3572192
527,Texas,2018-19,Trinity Christian Academy Addison,Dallas,93.33,32.9856158,-96.83309
528,Texas,2018-19,Eleanor Kolitz Hebrew Language Academy,Bexar,93.18,29.5571626,-98.5331582
529,Texas,2018-19,School Of The Woods,Harris,93.18,29.7938564,-95.4860966
530,Texas,2018-19,Austin Montessori,Travis,93.1,30.227637,-97.805067
531,Texas,2018-19,Bracken Christian,Comal,92.86,29.7943107,-98.4288055
532,Texas,2018-19,Cornerstone Christian School Sugarland,Fort Bend,92.86,29.592339,-95.638313
533,Texas,2018-19,Faith Lutheran School Plano,Collin,92.86,33.0318823,-96.6897252
534,Texas,2018-19,Fellowship Academy,Tarrant,92.86,32.658446,-97.22823
535,Texas,2018-19,Inspire Academies,Bexar,92.86,29.547231,-98.659931
536,Texas,2018-19,Primrose School Of Plano At Deerfield,Collin,92.86,33.085286,-96.773975
537,Texas,2018-19,The Westwood School - Midway Campus,Dallas,92.86,32.9445371,-96.8380705
538,Texas,2018-19,Trinity Christian Schools,Lubbock,92.86,33.5330094,-101.8688566
539,Texas,2018-19,Victory Christian Academy,Wise,92.86,33.2400354,-97.5918662
540,Texas,2018-19,Arlington Classics Academy,Tarrant,92.78,32.662547,-97.150969
541,Texas,2018-19,Grace Community,Smith,92.75,32.3110964,-95.2596947
542,Texas,2018-19,Seashore Charter Schools,Nueces,92.73,27.597543,-97.223006
543,Texas,2018-19,Bay Area Christian,Galveston,92.59,29.4944065,-95.1486327
544,Texas,2018-19,Nazareth Academy,Victoria,92.59,28.796627,-97.008869
545,Texas,2018-19,Imagine International Academy of North Texas,Collin,92.5,33.2008909,-96.6565581
546,Texas,2018-19,Alpha Omega Academy,Walker,92.31,30.700512,-95.612433
547,Texas,2018-19,Burleson Adventist Sch,Johnson,92.31,32.546257,-97.2816584
548,Texas,2018-19,First Baptist Christian,Hill,92.31,32.011174,-97.1255484
549,Texas,2018-19,St. Luke's Day,Harris,92.31,29.7407039,-95.4327061
550,Texas,2018-19,St. Luke's Episcopal,Bexar,92.31,29.4856482,-98.4800039
551,Texas,2018-19,St. Mary's Catholic School - Longview,Gregg,92.31,32.5328367,-94.7371827
552,Texas,2018-19,St. Mary's Catholic School - Sherman,Grayson,92.31,33.6304258,-96.6067187
553,Texas,2018-19,St. Stephen's Episcopal School Houston,Harris,92.31,29.738078,-95.404842
554,Texas,2018-19,Trinity Episcopal School Austin,Travis,92.31,30.2804781,-97.8102132
555,Texas,2018-19,Utpb Stem Academy,Ector,92.19,31.8851454,-102.3210704
556,Texas,2018-19,Leadership Prep,Collin,92,33.1483489,-96.8644513
557,Texas,2018-19,St. John's Episcopal School Abilene,Taylor,92,32.4299648,-99.7905268
558,Texas,2018-19,Tekoa Academy Of Accelerated Studies,Jefferson,92,29.875306,-93.9428159
559,Texas,2018-19,Legacy Christian Academy,Collin,91.94,33.1282781,-96.8461726
560,Texas,2018-19,New Braunfels Christian Academy,Comal,91.89,29.7189878,-98.1829714
561,Texas,2018-19,Silverline Montessori,Brazoria,91.89,29.575071,-95.407155
562,Texas,2018-19,The Kipling,Harris,91.89,29.7680411,-95.4093318
563,Texas,2018-19,Angelo Catholic,Tom Green,91.67,31.4368601,-100.4753992
564,Texas,2018-19,Calvary Christian,Cameron,91.67,26.2105482,-97.6905935
565,Texas,2018-19,Community Christian School-Orange,Orange,91.67,30.1236377,-93.7845474
566,Texas,2018-19,Primrose School At Heritage,Tarrant,91.67,32.91282,-97.284824
567,Texas,2018-19,Rainard School For Gifted Students,Harris,91.67,29.792367,-95.578509
568,Texas,2018-19,Regents Academy,Nacogdoches,91.67,31.5939436,-94.6157919
569,Texas,2018-19,Round Rock Christian Academy,Williamson,91.67,30.50922,-97.693747
570,Texas,2018-19,Spell Well Montessori,Harris,91.67,30.0268703,-95.486016
571,Texas,2018-19,The Banff,Harris,91.67,29.9774626,-95.5383951
572,Texas,2018-19,The Branch,Harris,91.67,29.7916814,-95.5786818
573,Texas,2018-19,University Of Houston Charter,Harris,91.67,29.7251693,-95.3481933
574,Texas,2018-19,Wesley Prep,Dallas,91.49,32.8671563,-96.8214505
575,Texas,2018-19,Montessori For All,Travis,91.38,30.3179234,-97.6592148
576,Texas,2018-19,High Point Academy,Tarrant,91.35,32.7785014,-97.4705837
577,Texas,2018-19,Lifegate Christian,Guadalupe,90.91,29.5288352,-97.9131574
578,Texas,2018-19,Pioneer Technology & Arts Academy,Dallas,90.91,32.8215984,-96.6475037
579,Texas,2018-19,Gateway Charter Academy,Dallas,90.67,32.6489656,-96.8089988
580,Texas,2018-19,Lumin Education,Dallas,90.57,32.7962418,-96.7481797
581,Texas,2018-19,Clear Lake Christian,Harris,90.48,29.5797853,-95.151189
582,Texas,2018-19,The Kessler,Dallas,90.48,32.760464,-96.8396108
583,Texas,2018-19,Hyde Park Schools,Travis,90.32,30.302217,-97.731872
584,Texas,2018-19,St. Phillip's School And Community Center,Dallas,90.32,32.7597394,-96.7754319
585,Texas,2018-19,Trinity Christian,Dallas,90.32,32.604985,-96.9130538
586,Texas,2018-19,Texas College Preparatory Academies,Denton,90.3,33.212472,-97.1512305
587,Texas,2018-19,Beatrice Mayes Institute,Harris,90.2,29.6998169,-95.3458346
588,Texas,2018-19,Christ Community,Montgomery,90,30.1867128,-95.4612747
589,Texas,2018-19,New Frontiers Public Schools,Bexar,90,29.3835383,-98.4777563
590,Texas,2018-19,St. Paul Lutheran School Thorndale,Milam,90,30.6139187,-97.2104705
591,Texas,2018-19,St. Stephen's Episcopal School Wimberley,Harris,90,30.0327696,-98.0367932
592,Texas,2018-19,Treetops School International,Tarrant,89.74,32.821251,-97.094251
593,Texas,2018-19,Alcuin,Dallas,89.66,32.916226,-96.79935
594,Texas,2018-19,Discovery School Montessori Education,Hidalgo,89.66,26.2577518,-98.1906079
595,Texas,2018-19,Calvary Christian Academy,Tarrant,89.47,32.7820604,-97.3194936
596,Texas,2018-19,St. Cyprian's Episcopal School Lufkin,Angelina,89.47,31.320503,-94.7527236
597,Texas,2018-19,Montessori Children's House,Tarrant,89.29,32.7732044,-97.3516558
598,Texas,2018-19,Ace Academy,Travis,88.89,30.3080719,-97.7472164
599,Texas,2018-19,Covenant Academy,Harris,88.89,29.947695,-95.649463
600,Texas,2018-19,Divine Savior Academy,Fort Bend,88.89,29.4833344,-95.5108421
601,Texas,2018-19,Hill Country Montessori,Kendall,88.89,29.811306,-98.612422
602,Texas,2018-19,Islamic Faith Academy,Smith,88.89,32.3352505,-95.3102505
603,Texas,2018-19,Odyssey Academy Inc,Galveston,88.89,29.275633,-94.8293726
604,Texas,2018-19,Providence Academy,Rockwall,88.89,32.835152,-96.369256
605,Texas,2018-19,Rolling Hills Catholic,Bexar,88.89,29.6390755,-98.5167866
606,Texas,2018-19,The Clariden,Tarrant,88.89,32.9920027,-97.1589208
607,Texas,2018-19,Cedars International Academy,Travis,88.68,30.3482957,-97.6953681
608,Texas,2018-19,Salem Lutheran School Tomball,Harris,88.46,30.091463,-95.6712913
609,Texas,2018-19,Regents School Of Austin,Travis,88.33,30.254528,-97.8453585
610,Texas,2018-19,Mount St. Michael Catholic Sch,Dallas,88.24,32.7481488,-96.893015
611,Texas,2018-19,Temple Christian,Tarrant,88.24,32.7787635,-97.208539
612,Texas,2018-19,Trivium Academy,Collin,88,33.0255647,-96.8656855
613,Texas,2018-19,Ut Tyler Innovation Academy,Smith,87.88,32.3118341,-95.2414596
614,Texas,2018-19,Christ Episcopal School Nacogdoches,Nacogdoches,87.5,31.6157112,-94.6483822
615,Texas,2018-19,El Paso Country Day,El Paso,87.5,31.7685543,-106.4946932
616,Texas,2018-19,Family Christian Academy,Harris,87.5,29.7814647,-95.1573635
617,Texas,2018-19,First Baptist School Corpus Christi,Nueces,87.5,27.7639896,-97.3830338
618,Texas,2018-19,Gem Express Preschool & Kindergarten,Collin,87.5,33.0991636,-96.6076756
619,Texas,2018-19,Lifestyle Christian,Montgomery,87.5,30.364557,-95.487176
620,Texas,2018-19,Logos Preparatory,Fort Bend,87.5,29.6251663,-95.5948709
621,Texas,2018-19,Nazarene Christian Academy,Tarrant,87.5,32.579404,-97.335557
622,Texas,2018-19,St. Matthew's Episcopal School Edinburg,Hidalgo,87.5,26.275738,-98.165114
623,Texas,2018-19,Summit Christian Academy,Kendall,87.5,29.7833106,-98.7390922
624,Texas,2018-19,Summit Christian Academy Of Cedar Park,Williamson,87.5,30.4759646,-97.8467623
625,Texas,2018-19,Zion Walburg Lutheran School Georgetown,Williamson,87.5,30.7430599,-97.5998193
626,Texas,2018-19,Coram Deo Academy,Denton,87.18,33.0225837,-97.1078021
627,Texas,2018-19,Covenant Christian Academy,Tarrant,87.18,32.866863,-97.1547949
628,Texas,2018-19,Holy Cross Christian Academy,Johnson,87.1,32.5179022,-97.3083448
629,Texas,2018-19,Ovilla Christian,Ellis,86.96,32.531065,-96.881832
630,Texas,2018-19,St. James Episcopal School Corpus Christi,Nueces,86.96,27.7860005,-97.3977112
631,Texas,2018-19,First Baptist Christian Academy,Harris,86.84,29.648543,-95.124149
632,Texas,2018-19,Primrose School Of Eagle Ranch,Tarrant,86.67,32.8696303,-97.4272433
633,Texas,2018-19,Texas School Of The Arts,Tarrant,86.67,32.6584279,-97.3330501
634,Texas,2018-19,University Of Texas Elementary Charter,Travis,86.05,30.260267,-97.717467
635,Texas,2018-19,Bethesda Christian,Tarrant,85.71,32.8301515,-97.2891591
636,Texas,2018-19,Covenant Classical,Tarrant,85.71,32.743734,-97.497979
637,Texas,2018-19,Excel Adventist Academy,Fort Bend,85.71,29.6019883,-95.5067983
638,Texas,2018-19,Full Armor Christian Academy,Rusk,85.71,32.1619989,-94.7584265
639,Texas,2018-19,Primrose School Of College Station,Brazos,85.71,30.5633008,-96.265796
640,Texas,2018-19,Primrose School Of Plano West,Collin,85.71,33.03012,-96.839166
641,Texas,2018-19,St. Paul Lutheran School Mcallen,Hidalgo,85.71,26.2178165,-98.2193881
642,Texas,2018-19,Texas Empowerment Academy,Travis,85.71,30.2729976,-97.6724032
643,Texas,2018-19,Trinity Lutheran School Amarillo,Potter,85.71,35.190457,-101.891997
644,Texas,2018-19,Trinity School Of Texas Longview,Gregg,85.71,32.4995034,-94.7251695
645,Texas,2018-19,East Fort Worth Montessori Academy,Tarrant,85.11,32.766134,-97.2571619
646,Texas,2018-19,A W Brown Leadership Academy,Dallas,85.1,32.6776834,-96.8812487
647,Texas,2018-19,First Baptist Academy Of Baytown,Harris,85,29.7600967,-94.9673796
648,Texas,2018-19,Lake Country Christian,Tarrant,85,32.881538,-97.4275891
649,Texas,2018-19,St. James Day School Texarkana,Bowie,85,33.4759515,-94.0445229
650,Texas,2018-19,Texas Sch For The Deaf,Travis,85,30.2534338,-97.7512619
651,Texas,2018-19,George Gervin Academy,Bexar,84.62,29.4917206,-98.4283606
652,Texas,2018-19,St. Gregory Cathedral,Smith,84.62,32.3446206,-95.3015927
653,Texas,2018-19,Trinity Christian Academy,Parker,84.62,32.735824,-97.642111
654,Texas,2018-19,Plainview Christian Acad,Hale,84.21,34.1745151,-101.7427334
655,Texas,2018-19,St. Mary's Central Catholic School - Odessa,Ector,84.09,31.8624303,-102.3714944
656,Texas,2018-19,Inspired Vision Academy,Dallas,84.04,32.7433123,-96.6758275
657,Texas,2018-19,Priority Charter Schools,Bell,84,31.1479632,-97.4571551
658,Texas,2018-19,Texoma Christian,Grayson,84,33.6241256,-96.6503866
659,Texas,2018-19,Aristoi Classical Academy,Harris,83.72,29.7966412,-95.8220748
660,Texas,2018-19,Dallas International,Dallas,83.67,32.91763,-96.8017352
661,Texas,2018-19,Bridgeway Preparatory Academy,Dallas,83.33,32.9319282,-96.8401615
662,Texas,2018-19,Dallas Christian,Dallas,83.33,32.831299,-96.625994
663,Texas,2018-19,Darul Arqam Southeast,Harris,83.33,29.6317969,-95.2073658
664,Texas,2018-19,Grace Lutheran Early Child Midland,Midland,83.33,32.007608,-102.115993
665,Texas,2018-19,Islamic School Of San Antonio,Bexar,83.33,29.5215857,-98.5632928
666,Texas,2018-19,Kirby Hall,Travis,83.33,30.294549,-97.740342
667,Texas,2018-19,Providence Preparatory,Bell,83.33,31.0620974,-97.4622775
668,Texas,2018-19,Southwest Preparatory,Bexar,83.33,29.4887604,-98.4431425
669,Texas,2018-19,Step Charter,Harris,83.33,29.657115,-95.5711037
670,Texas,2018-19,The Westview,Harris,83.33,29.814675,-95.566615
671,Texas,2018-19,Coram Deo Academy Of Collin County,Collin,82.98,33.1103508,-96.7518171
672,Texas,2018-19,Grapevine Faith Christian,Tarrant,82.76,32.9373134,-97.0701766
673,Texas,2018-19,Garland Christian Academy,Dallas,82.35,32.9252215,-96.6266481
674,Texas,2018-19,Victory Baptist Academy,Parker,82.35,32.7560681,-97.7724445
675,Texas,2018-19,Keene Adventist El,Johnson,81.82,32.389445,-97.333248
676,Texas,2018-19,New Century Montessori Academy,Dallas,81.82,32.9750246,-96.6536644
677,Texas,2018-19,The Covenant School Of Dallas,Dallas,81.25,32.925887,-96.7789852
678,Texas,2018-19,The Oakridge,Tarrant,81.25,32.723717,-97.194207
679,Texas,2018-19,Torah Day,Harris,81.25,29.6611516,-95.5090831
680,Texas,2018-19,Allen Academy,Brazos,80.95,30.670848,-96.3158761
681,Texas,2018-19,Lakeland Christian Academy,Denton,80.95,33.0436104,-97.008584
682,Texas,2018-19,Saint Peter's Classical,Tarrant,80.95,32.6637936,-97.4282067
683,Texas,2018-19,Brazos School For Inquiry & Creativity,Brazos,80.6,30.658247,-96.3672859
684,Texas,2018-19,Ambleside School Of San Angelo,Tom Green,80,31.4605041,-100.4469322
685,Texas,2018-19,Chaparral Star Academy,Travis,80,30.43799,-97.691775
686,Texas,2018-19,Covenant Christian,Montgomery,80,30.3748224,-95.4879503
687,Texas,2018-19,Good Tree Academy,Collin,80,33.0460969,-96.6962314
688,Texas,2018-19,Harvest Christian Academy,Tarrant,80,32.8750357,-97.2606499
689,Texas,2018-19,Itop Christian Academy,Tarrant,80,32.7455224,-97.2987267
690,Texas,2018-19,Legacy Preperatory Christian Academy,Montgomery,80,30.2180326,-95.5564109
691,Texas,2018-19,Pantego Christian Academy,Tarrant,80,32.7219985,-97.1417256
692,Texas,2018-19,Park Row Christian Academy,Tarrant,80,32.7217388,-97.1184398
693,Texas,2018-19,San Marcos Adventist Junior Academy,Hays,80,29.8938235,-97.9600619
694,Texas,2018-19,St. Paul Lutheran School Bishop,Nueces,80,27.582647,-97.7900618
695,Texas,2018-19,Terlingua CSD,Brewster,80,29.3612936,-103.6362715
696,Texas,2018-19,Trinity Christian Academy Paris,Lamar,80,33.6832939,-95.578694
697,Texas,2018-19,Ume Preparatory Academy,Dallas,80,32.6951036,-96.9346469
698,Texas,2018-19,Wesley Academy,Harris,80,29.7238018,-95.5545581
699,Texas,2018-19,Faith Academy,Austin,78.95,29.9199091,-96.2426872
700,Texas,2018-19,South Texas Christian Academy,Hidalgo,78.57,26.2695292,-98.2521691
701,Texas,2018-19,Esprit International,Montgomery,77.78,30.1670468,-95.4999182
702,Texas,2018-19,Holy Trinity Episcopal School Houston,Harris,77.78,29.8953501,-95.2106296
703,Texas,2018-19,King's Academy Christian,Smith,77.78,32.269047,-95.306247
704,Texas,2018-19,Montessori Academy Of North Texas,Grayson,77.78,33.659078,-96.60423
705,Texas,2018-19,Poetry Community Christian Schools,Kaufman,77.78,32.8235644,-96.2470947
706,Texas,2018-19,Waco Baptist Academy,Mclennan,77.78,31.5889565,-97.1723903
707,Texas,2018-19,Waxahachie Preparatory Academy,Ellis,77.78,32.4583526,-96.8211847
708,Texas,2018-19,Abiding Word Lutheran,Harris,76.92,30.0189745,-95.4455544
709,Texas,2018-19,Denton Calvary Academy,Denton,76.92,33.2346743,-97.1092318
710,Texas,2018-19,International School Of Texas,Travis,76.92,30.404557,-97.927911
711,Texas,2018-19,Hill Country Christian School Of Austin,Travis,76.67,30.4644625,-97.8188156
712,Texas,2018-19,Liberty Christian H S,Denton,76.36,33.0835096,-97.191112
713,Texas,2018-19,Grace Academy Of Georgetown,Williamson,75.86,30.7228208,-97.6638895
714,Texas,2018-19,The Woodlands Christian Academy,Montgomery,75.76,30.205294,-95.487703
715,Texas,2018-19,Headwaters,Travis,75.61,30.1881435,-97.8462402
716,Texas,2018-19,Abercrombie Academy,Harris,75,30.0203916,-95.5340888
717,Texas,2018-19,Alliance Christian Academy,Tarrant,75,32.9392762,-97.3229863
718,Texas,2018-19,Community Christian School-Mineral Wells,Palo Pinto,75,32.789258,-98.0769978
719,Texas,2018-19,Faith Academy Of Marble Falls,Burnet,75,30.5794481,-98.228089
720,Texas,2018-19,Grace Episcopal Preschool,Williamson,75,30.6329418,-97.6638089
721,Texas,2018-19,Grace Lutheran,Washington,75,30.1690707,-96.4151874
722,Texas,2018-19,Mission Bend Christian Academy,Harris,75,29.7169558,-95.6454664
723,Texas,2018-19,Temple Christian Academy,Denton,75,33.0096733,-97.0687561
724,Texas,2018-19,Ser-Ninos Charter,Harris,74.58,29.7166167,-95.4790835
725,Texas,2018-19,Gloria Deo Academy,Comal,74.07,29.776583,-98.4604842
726,Texas,2018-19,Goodwater Montessori,Williamson,73.91,30.670505,-97.654117
727,Texas,2018-19,Pines Montessori,Harris,73.68,30.054833,-95.201045
728,Texas,2018-19,Village Tech Schools,Dallas,73.17,32.6316168,-96.9163015
729,Texas,2018-19,First Baptist Christian School Marble Falls,Burnet,72.73,30.5573076,-98.2765782
730,Texas,2018-19,Kingdom Preparatory,Lubbock,72.73,33.537047,-101.933661
731,Texas,2018-19,Oak Hill Academy,Dallas,72.73,32.8675234,-96.8386509
732,Texas,2018-19,Primrose School Of Bee Cave,Travis,72.73,30.3087042,-97.9355589
733,Texas,2018-19,Valor Public Schools,Travis,72.6,30.1792753,-97.7798565
734,Texas,2018-19,Wayside Schools,Travis,72.28,30.1913271,-97.767052
735,Texas,2018-19,Trinity Episcopal School Galveston,Galveston,72,29.3024649,-94.792333
736,Texas,2018-19,Coram Deo Academy,Dallas,71.43,32.9249747,-96.7733468
737,Texas,2018-19,Cornerstone Christian Academy Granbury,Hood,71.43,32.4379277,-97.7000571
738,Texas,2018-19,Morning Star Academy,Fannin,71.43,33.617411,-96.1940106
739,Texas,2018-19,North Dallas Adventist Academy,Dallas,71.43,32.99524,-96.7278774
740,Texas,2018-19,Primrose School Of Old Orchard,Denton,71.43,33.009775,-97.025978
741,Texas,2018-19,The Selwyn,Denton,71.43,33.1204409,-97.1074614
742,Texas,2018-19,Collin County Cornerstone Christian Acad,Collin,70.59,33.1909181,-96.621844
743,Texas,2018-19,St. Paul Serbin Lutheran School Giddings,Lee,70,30.114484,-96.9888119
744,Texas,2018-19,Veritas Academy,Travis,69.23,30.1651182,-97.9147866
745,Texas,2018-19,Waypoint Montessori,Tarrant,68.18,32.8918442,-97.1434138
746,Texas,2018-19,Wylie Preparatory,Collin,68.18,33.0277946,-96.4920475
747,Texas,2018-19,Cleburne Christian Academy,Johnson,66.67,32.3240078,-97.402638
748,Texas,2018-19,Cross Point Preschool Katy,Harris,66.67,29.7794658,-95.7374694
749,Texas,2018-19,Dalhart Christian Academy,Dallam,66.67,36.0508746,-102.5134615
750,Texas,2018-19,Firewheel Christian Academy,Dallas,66.67,32.9662065,-96.6085
751,Texas,2018-19,Iant Quranic Academy,Dallas,66.67,32.9395459,-96.7307163
752,Texas,2018-19,Koan,Denton,66.67,33.240151,-97.058892
753,Texas,2018-19,San Martin De Porres Catholic,Hidalgo,66.67,26.1709699,-97.9917179
754,Texas,2018-19,The Monarch,Harris,66.67,29.8237374,-95.5378711
755,Texas,2018-19,Live Oak Classical,Mclennan,65.52,31.5550385,-97.1275413
756,Texas,2018-19,Brazosport Christian,Brazoria,64.29,29.045002,-95.4258323
757,Texas,2018-19,Alief Montessori Community,Harris,64.1,29.7127377,-95.5904076
758,Texas,2018-19,Austin Discovery,Travis,63.51,30.2677535,-97.635
759,Texas,2018-19,Bannockburn Christian Academy,Travis,62.5,30.2124445,-97.8322658
760,Texas,2018-19,Christian Life Preparatory,Tarrant,62.5,32.6421059,-97.4040474
761,Texas,2018-19,St. Paul's Preparatory Academy,Tarrant,61.9,32.6362864,-97.181019
762,Texas,2018-19,Mckinney Christian Academy,Collin,61.54,33.203893,-96.659496
763,Texas,2018-19,Austin Waldorf,Travis,58.82,30.2314147,-97.912796
764,Texas,2018-19,Lubbock Christian,Lubbock,57.89,33.5700971,-101.9346982
765,Texas,2018-19,Bethany Christian,Collin,57.14,33.040451,-96.756693
766,Texas,2018-19,Joshua Adventist Multi-Gr Sch,Johnson,55.56,32.4564275,-97.3536407
767,Texas,2018-19,Ambleside School Of Fredericksburg,Gillespie,54.55,30.2778588,-98.8887354
768,Texas,2018-19,The Connection School Of Houston,Harris,53.85,29.9676023,-95.6993958
769,Texas,2018-19,Primrose School Of Kelliwood,Harris,52.38,29.749224,-95.734262
770,Texas,2018-19,Al-Hadi School Of Accelerated Learning,Harris,50,29.7419895,-95.500217
771,Texas,2018-19,Alpine Christian,Brewster,50,32.5352961,-94.7198179
772,Texas,2018-19,Messiah Classical Academy,Tarrant,50,32.9115,-97.253798
773,Texas,2018-19,Pilgrim Lutheran School Houston,Harris,50,29.6877284,-95.4757233
774,Texas,2018-19,The Oaks Adventist Christian,Harris,50,29.9742494,-95.6009552
775,Texas,2018-19,Paratus Classical Academy,Harris,45.45,29.798915,-95.5130279
776,Texas,2018-19,Guthrie CSD,King,33.33,33.6234868,-100.3243196
777,Texas,2018-19,Crown Of Life Lutheran School Colleyville,Tarrant,16.67,32.906017,-97.155945